Azone,Bzone,PECASName,ALDRegion,State,COUNTY,STATEFIPS,COUNTYFIPS,PUMA2000,PUMA1990,GridAcres,HourPark,DayPark,LUIntensityCode,MPOcalibrationzones,MPOmodeledzones,ACT,AggACT,Fare,HPMS,AreaType,NorthColumbia
171,161,Portland,Portland_Vancouver,OR,Washington,41,67,1312,1200,157.19,0,0,VeryLow,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
172,161,Portland,Portland_Vancouver,OR,Washington,41,67,1312,1200,251.06,0,0,Medium,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
173,161,Portland,Portland_Vancouver,OR,Washington,41,67,1312,1200,104.35,0,0,VeryLow,Metro,Metro,2,PDX,TriMet3,PORTLAND,2,0
174,161,Portland,Portland_Vancouver,OR,Washington,41,67,1312,1200,84.28,0,0,VeryLow,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
175,161,Portland,Portland_Vancouver,OR,Washington,41,67,1312,1200,291.87,0,0,Low,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
176,154,Portland,Portland_Vancouver,OR,Washington,41,67,1312,1200,91.86,0,0,VeryLow,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
177,154,Portland,Portland_Vancouver,OR,Washington,41,67,1312,1200,125.09,0,0,Low,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
178,154,Portland,Portland_Vancouver,OR,Washington,41,67,1312,1200,122.19,0,0,Medium,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
179,154,Portland,Portland_Vancouver,OR,Washington,41,67,1312,1200,199.56,0,0,Low,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
180,154,Portland,Portland_Vancouver,OR,Washington,41,67,1312,1200,259.31,0,0,Low,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
181,150,Portland,Portland_Vancouver,OR,Washington,41,67,1312,1200,771.25,0,0,VeryLow,Metro,Metro,2,PDX,TriMet3,PORTLAND,2,0
182,154,Portland,Portland_Vancouver,OR,Washington,41,67,1312,1200,571.69,0,0,Medium,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
183,154,Portland,Portland_Vancouver,OR,Washington,41,67,1312,1200,274.25,0,0,Low,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
184,154,Portland,Portland_Vancouver,OR,Washington,41,67,1312,1200,80.05,0,0,Medium,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
185,154,Portland,Portland_Vancouver,OR,Washington,41,67,1312,1200,120.18,0,0,Low,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
186,154,Portland,Portland_Vancouver,OR,Washington,41,67,1312,1200,41.7,0,0,Medium,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
187,154,Portland,Portland_Vancouver,OR,Washington,41,67,1312,1200,56.41,0,0,Medium,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
188,154,Portland,Portland_Vancouver,OR,Washington,41,67,1312,1200,97.88,0,0,Low,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
189,154,Portland,Portland_Vancouver,OR,Washington,41,67,1312,1200,87.4,0,0,Medium,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
190,154,Portland,Portland_Vancouver,OR,Washington,41,67,1312,1200,352.07,0,0,VeryLow,Metro,Metro,2,PDX,TriMet3,PORTLAND,2,0
191,154,Portland,Portland_Vancouver,OR,Washington,41,67,1312,1200,109.48,0,0,Low,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
192,161,Portland,Portland_Vancouver,OR,Washington,41,67,1312,1200,108.59,0,0,Medium,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
193,161,Portland,Portland_Vancouver,OR,Washington,41,67,1312,1200,48.61,0,0,Low,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
194,161,Portland,Portland_Vancouver,OR,Washington,41,67,1312,1200,55.3,0,0,Low,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
195,161,Portland,Portland_Vancouver,OR,Washington,41,67,1311,1200,86.29,0,0,VeryLow,Metro,Metro,2,PDX,TriMet3,PORTLAND,2,0
196,161,Portland,Portland_Vancouver,OR,Washington,41,67,1311,1200,83.61,0,0,Low,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
197,161,Portland,Portland_Vancouver,OR,Washington,41,67,1311,1200,103.68,0,0,Low,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
198,161,Portland,Portland_Vancouver,OR,Washington,41,67,1311,1200,111.26,0,0,Medium,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
199,161,Portland,Portland_Vancouver,OR,Washington,41,67,1312,1200,35.67,0,0,Low,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
200,161,Portland,Portland_Vancouver,OR,Washington,41,67,1312,1200,77.82,0,0,Low,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
201,161,Portland,Portland_Vancouver,OR,Washington,41,67,1312,1200,102.34,0,0,Low,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
202,161,Portland,Portland_Vancouver,OR,Washington,41,67,1312,1200,73.36,0,0,Low,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
203,161,Portland,Portland_Vancouver,OR,Washington,41,67,1312,1200,123.75,0,0,Medium,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
204,161,Portland,Portland_Vancouver,OR,Washington,41,67,1312,1200,583.06,0,0,Low,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
205,104,Portland,Portland_Vancouver,OR,Washington,41,67,1312,1200,350.28,0,0,VeryLow,Metro,Metro,2,PDX,TriMet3,PORTLAND,2,0
206,104,Portland,Portland_Vancouver,OR,Washington,41,67,1311,1200,3291.46,0,0,VeryLow,Metro,Metro,2,PDX,TriMet3,RURAL<5K,1,0
207,161,Portland,Portland_Vancouver,OR,Washington,41,67,1311,1200,156.97,0,0,Low,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
208,161,Portland,Portland_Vancouver,OR,Washington,41,67,1311,1200,430.77,0,0,Low,Metro,Metro,2,PDX,TriMet3,PORTLAND,2,0
209,161,Portland,Portland_Vancouver,OR,Washington,41,67,1311,1200,345.15,0,0,Medium,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
210,161,Portland,Portland_Vancouver,OR,Washington,41,67,1311,1200,225.42,0,0,Low,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
211,161,Portland,Portland_Vancouver,OR,Washington,41,67,1311,1200,314.39,0,0,VeryLow,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
212,161,Portland,Portland_Vancouver,OR,Washington,41,67,1311,1200,391.09,0,0,Low,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
213,161,Portland,Portland_Vancouver,OR,Washington,41,67,1311,1200,291.64,0,0,Medium,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
214,161,Portland,Portland_Vancouver,OR,Washington,41,67,1311,1200,146.04,0,0,VeryLow,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
215,161,Portland,Portland_Vancouver,OR,Washington,41,67,1311,1200,447.5,0,0,VeryLow,Metro,Metro,2,PDX,TriMet3,PORTLAND,2,0
216,154,Portland,Portland_Vancouver,OR,Washington,41,67,1311,1200,432.11,0,0,Low,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
217,154,Portland,Portland_Vancouver,OR,Washington,41,67,1311,1200,368.57,0,0,Low,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
218,154,Portland,Portland_Vancouver,OR,Washington,41,67,1312,1200,333.78,0,0,Low,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
219,154,Portland,Portland_Vancouver,OR,Washington,41,67,1311,1200,352.07,0,0,Medium,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
220,154,Portland,Portland_Vancouver,OR,Washington,41,67,1311,1200,856.64,0,0,VeryLow,Metro,Metro,2,PDX,TriMet3,PORTLAND,2,0
221,150,Portland,Portland_Vancouver,OR,Washington,41,67,1312,1200,1744.95,0,0,VeryLow,Metro,Metro,2,PDX,TriMet3,RURAL<5K,2,0
222,150,Portland,Portland_Vancouver,OR,Washington,41,67,1312,1200,757.65,0,0,VeryLow,Metro,Metro,2,PDX,TriMet3,RURAL<5K,1,0
223,223,Portland,Portland_Vancouver,OR,Washington,41,67,1311,1200,504.35,0,0,VeryLow,Metro,Metro,2,PDX,TriMet3,PORTLAND,2,0
224,223,Portland,Portland_Vancouver,OR,Washington,41,67,1311,1200,294.54,0,0,Low,Metro,Metro,2,PDX,TriMet3,PORTLAND,2,0
225,223,Portland,Portland_Vancouver,OR,Washington,41,67,1311,1200,387.74,0,0,Low,Metro,Metro,2,PDX,TriMet3,PORTLAND,2,0
226,223,Portland,Portland_Vancouver,OR,Washington,41,67,1311,1200,167.9,0,0,VeryLow,Metro,Metro,2,PDX,TriMet3,PORTLAND,2,0
227,223,Portland,Portland_Vancouver,OR,Washington,41,67,1311,1200,342.26,0,0,Low,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
228,161,Portland,Portland_Vancouver,OR,Washington,41,67,1312,1200,429.66,0,0,VeryLow,Metro,Metro,2,PDX,TriMet3,PORTLAND,2,0
229,229,Portland,Portland_Vancouver,OR,Washington,41,67,1311,1200,616.06,0,0,Low,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
230,229,Portland,Portland_Vancouver,OR,Washington,41,67,1311,1200,462.66,0,0,VeryLow,Metro,Metro,2,PDX,TriMet3,PORTLAND,2,0
231,229,Portland,Portland_Vancouver,OR,Washington,41,67,1311,1200,412.27,0,0,VeryLow,Metro,Metro,2,PDX,TriMet3,PORTLAND,2,0
232,223,Portland,Portland_Vancouver,OR,Washington,41,67,1311,1200,277.37,0,0,High,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
233,223,Portland,Portland_Vancouver,OR,Washington,41,67,1311,1200,118.84,0,0,Low,Metro,Metro,2,PDX,TriMet3,PORTLAND,2,0
234,223,Portland,Portland_Vancouver,OR,Washington,41,67,1311,1200,188.41,0,0,VeryLow,Metro,Metro,2,PDX,TriMet3,PORTLAND,2,0
235,223,Portland,Portland_Vancouver,OR,Washington,41,67,1311,1200,409.82,0,0,Low,Metro,Metro,2,PDX,TriMet3,PORTLAND,2,0
236,223,Portland,Portland_Vancouver,OR,Washington,41,67,1311,1200,3610.08,0,0,VeryLow,Metro,Metro,2,PDX,TriMet3,RURAL<5K,1,0
237,223,Portland,Portland_Vancouver,OR,Washington,41,67,1311,1200,581.72,0,0,Medium,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
238,223,Portland,Portland_Vancouver,OR,Washington,41,67,1311,1200,185.96,0,0,Low,Metro,Metro,2,PDX,TriMet3,PORTLAND,2,0
239,229,Portland,Portland_Vancouver,OR,Washington,41,67,1311,1200,173.69,0,0,VeryLow,Metro,Metro,2,PDX,TriMet3,PORTLAND,2,0
240,229,Portland,Portland_Vancouver,OR,Washington,41,67,1311,1200,332.67,0,0,Low,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
241,229,Portland,Portland_Vancouver,OR,Washington,41,67,1311,1200,354.74,0,0,VeryLow,Metro,Metro,2,PDX,TriMet3,PORTLAND,2,0
242,229,Portland,Portland_Vancouver,OR,Washington,41,67,1311,1200,400.9,0,0,Medium,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
243,229,Portland,Portland_Vancouver,OR,Washington,41,67,1311,1200,963.22,0,0,Low,Metro,Metro,2,PDX,TriMet3,PORTLAND,2,0
244,244,Portland,Portland_Vancouver,OR,Washington,41,67,1311,1200,1603.37,0,0,VeryLow,Metro,Metro,2,PDX,TriMet3,RURAL<5K,2,0
245,229,Portland,Portland_Vancouver,OR,Washington,41,67,1311,1200,331.33,0,0,VeryLow,Metro,Metro,2,PDX,TriMet3,RURAL<5K,1,0
246,244,Portland,Portland_Vancouver,OR,Washington,41,67,1311,1200,283.39,0,0,VeryLow,Metro,Metro,2,PDX,TriMet3,RURAL<5K,1,0
247,244,Portland,Portland_Vancouver,OR,Washington,41,67,1311,1200,299.22,0,0,VeryLow,Metro,Metro,2,PDX,TriMet3,RURAL<5K,1,0
248,244,Portland,Portland_Vancouver,OR,Washington,41,67,1311,1200,255.3,0,0,VeryLow,Metro,Metro,2,PDX,TriMet3,RURAL<5K,1,0
249,229,Portland,Portland_Vancouver,OR,Washington,41,67,1311,1200,1571.93,0,0,VeryLow,Metro,Metro,2,PDX,TriMet3,PORTLAND,2,0
250,229,Portland,Portland_Vancouver,OR,Washington,41,67,1311,1200,162.99,0,0,Medium,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
251,229,Portland,Portland_Vancouver,OR,Washington,41,67,1311,1200,175.03,0,0,High,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
252,229,Portland,Portland_Vancouver,OR,Washington,41,67,1311,1200,122.41,0,0,High,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
253,229,Portland,Portland_Vancouver,OR,Washington,41,67,1311,1200,160.09,0,0,Medium,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
254,229,Portland,Portland_Vancouver,OR,Washington,41,67,1311,1200,183.73,0,0,Low,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
255,229,Portland,Portland_Vancouver,OR,Washington,41,67,1311,1200,44.59,0,0,Low,Metro,Metro,2,PDX,TriMet3,PORTLAND,2,0
256,223,Portland,Portland_Vancouver,OR,Washington,41,67,1311,1200,236.35,0,0,Low,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
257,223,Portland,Portland_Vancouver,OR,Washington,41,67,1311,1200,387.96,0,0,Low,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
258,223,Portland,Portland_Vancouver,OR,Washington,41,67,1311,1200,608.93,0,0,VeryLow,Metro,Metro,2,PDX,TriMet3,PORTLAND,2,0
259,223,Portland,Portland_Vancouver,OR,Washington,41,67,1311,1200,695.22,0,0,VeryLow,Metro,Metro,2,PDX,TriMet3,PORTLAND,2,0
260,223,Portland,Portland_Vancouver,OR,Washington,41,67,1311,1200,104.57,0,0,VeryLow,Metro,Metro,2,PDX,TriMet3,PORTLAND,2,0
261,223,Portland,Portland_Vancouver,OR,Washington,41,67,1311,1200,84.5,0,0,VeryLow,Metro,Metro,2,PDX,TriMet3,PORTLAND,2,0
262,223,Portland,Portland_Vancouver,OR,Washington,41,67,1311,1200,325.76,0,0,VeryLow,Metro,Metro,2,PDX,TriMet3,PORTLAND,2,0
263,223,Portland,Portland_Vancouver,OR,Washington,41,67,1311,1200,90.97,0,0,Low,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
264,223,Portland,Portland_Vancouver,OR,Washington,41,67,1311,1200,134.45,0,0,Medium,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
265,223,Portland,Portland_Vancouver,OR,Washington,41,67,1311,1200,96.55,0,0,Medium,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
266,223,Portland,Portland_Vancouver,OR,Washington,41,67,1311,1200,112.6,0,0,Medium,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
267,267,Portland,Portland_Vancouver,OR,Washington,41,67,1311,1200,533.56,0,0,VeryLow,Metro,Metro,2,PDX,TriMet3,PORTLAND,2,0
268,267,Portland,Portland_Vancouver,OR,Washington,41,67,1311,1200,7536.77,0,0,VeryLow,Metro,Metro,2,PDX,TriMet3,RURAL<5K,1,0
269,267,Portland,Portland_Vancouver,OR,Washington,41,67,1311,1200,3830.37,0,0,VeryLow,Metro,Metro,2,PDX,TriMet3,RURAL<5K,1,0
270,267,Portland,Portland_Vancouver,OR,Washington,41,67,1311,1200,42770.04,0,0,VeryLow,Metro,Metro,2,PDX,TriMet3,RURAL<5K,1,0
271,271,Portland,Portland_Vancouver,OR,Washington,41,67,1311,1200,47719.41,0,0,VeryLow,Metro,Metro,1,PDX,TriMet3,RURAL<5K,1,0
272,271,Portland,Portland_Vancouver,OR,Washington,41,67,1311,1200,63222.09,0,0,VeryLow,Metro,Metro,1,PDX,TriMet3,RURAL<5K,1,0
273,273,Portland,Portland_Vancouver,OR,Washington,41,67,1311,1200,114298,0,0,VeryLow,Metro,Metro,1,PDX,TriMet3,RURAL<5K,1,0
274,271,Portland,Portland_Vancouver,OR,Washington,41,67,1311,1200,4403.18,0,0,VeryLow,Metro,Metro,1,PDX,TriMet3,RURAL<5K,1,0
275,267,Portland,Portland_Vancouver,OR,Washington,41,67,1311,1200,1577.28,0,0,VeryLow,Metro,Metro,2,PDX,TriMet3,RURAL<5K,1,0
276,273,Portland,Portland_Vancouver,OR,Washington,41,67,1311,1200,4077.2,0,0,VeryLow,Metro,Metro,1,PDX,TriMet3,RURAL<5K,1,0
277,267,Portland,Portland_Vancouver,OR,Washington,41,67,1311,1200,1258.43,0,0,VeryLow,Metro,Metro,2,PDX,TriMet3,RURAL<5K,1,0
278,267,Portland,Portland_Vancouver,OR,Washington,41,67,1311,1200,3586.89,0,0,VeryLow,Metro,Metro,2,PDX,TriMet3,RURAL<5K,1,0
279,267,Portland,Portland_Vancouver,OR,Washington,41,67,1311,1200,1082.96,0,0,VeryLow,Metro,Metro,2,PDX,TriMet3,RURAL<5K,1,0
280,273,Portland,Portland_Vancouver,OR,Washington,41,67,1311,1200,1870.04,0,0,VeryLow,Metro,Metro,1,PDX,TriMet3,RURAL<5K,2,0
281,273,Portland,Portland_Vancouver,OR,Washington,41,67,1311,1200,2135.14,0,0,Medium,Metro,Metro,1,PDX,TriMet3,RURAL<5K,3,0
282,273,Portland,Portland_Vancouver,OR,Washington,41,67,1311,1200,2795.58,0,0,VeryLow,Metro,Metro,1,PDX,TriMet3,PORTLAND,2,0
283,273,Portland,Portland_Vancouver,OR,Washington,41,67,1311,1200,1962.12,0,0,Low,Metro,Metro,1,PDX,TriMet3,PORTLAND,2,0
284,273,Portland,Portland_Vancouver,OR,Washington,41,67,1311,1200,189.08,0,0,Low,Metro,Metro,1,PDX,TriMet3,PORTLAND,3,0
285,273,Portland,Portland_Vancouver,OR,Washington,41,67,1311,1200,1169.47,0,0,VeryLow,Metro,Metro,1,PDX,TriMet3,RURAL<5K,2,0
286,273,Portland,Portland_Vancouver,OR,Washington,41,67,1311,1200,3150.99,0,0,VeryLow,Metro,Metro,1,PDX,TriMet3,RURAL<5K,2,0
287,150,Portland,Portland_Vancouver,OR,Washington,41,67,1311,1200,2555.89,0,0,VeryLow,Metro,Metro,2,PDX,TriMet3,RURAL<5K,1,0
288,244,Portland,Portland_Vancouver,OR,Washington,41,67,1311,1200,2698.81,0,0,VeryLow,Metro,Metro,2,PDX,TriMet3,RURAL<5K,1,0
289,244,Portland,Portland_Vancouver,OR,Washington,41,67,1311,1200,3548.09,0,0,VeryLow,Metro,Metro,2,PDX,TriMet3,RURAL<5K,1,0
290,290,Portland,Portland_Vancouver,OR,Washington,41,67,1310,1200,723.53,0,0,VeryLow,Metro,Metro,2,PDX,TriMet3,RURAL<5K,1,0
291,244,Portland,Portland_Vancouver,OR,Washington,41,67,1311,1200,883.4,0,0,VeryLow,Metro,Metro,2,PDX,TriMet3,RURAL<5K,1,0
292,244,Portland,Portland_Vancouver,OR,Washington,41,67,1311,1200,3602.72,0,0,VeryLow,Metro,Metro,2,PDX,TriMet3,RURAL<5K,1,0
293,244,Portland,Portland_Vancouver,OR,Washington,41,67,1311,1200,4257.36,0,0,VeryLow,Metro,Metro,2,PDX,TriMet3,RURAL<5K,1,0
294,294,Portland,Portland_Vancouver,OR,Washington,41,67,1311,1200,8892.2,0,0,VeryLow,Metro,Metro,1,PDX,TriMet3,RURAL<5K,1,0
295,294,Portland,Portland_Vancouver,OR,Washington,41,67,1311,1200,3065.37,0,0,VeryLow,Metro,Metro,1,PDX,TriMet3,RURAL<5K,1,0
296,244,Portland,Portland_Vancouver,OR,Washington,41,67,1311,1200,2040.38,0,0,VeryLow,Metro,Metro,2,PDX,TriMet3,RURAL<5K,1,0
297,244,Portland,Portland_Vancouver,OR,Washington,41,67,1311,1200,3543.41,0,0,VeryLow,Metro,Metro,2,PDX,TriMet3,RURAL<5K,1,0
298,244,Portland,Portland_Vancouver,OR,Washington,41,67,1311,1200,750.96,0,0,VeryLow,Metro,Metro,2,PDX,TriMet3,RURAL<5K,1,0
299,244,Portland,Portland_Vancouver,OR,Washington,41,67,1311,1200,2801.82,0,0,VeryLow,Metro,Metro,2,PDX,TriMet3,RURAL<5K,1,0
300,294,Portland,Portland_Vancouver,OR,Washington,41,67,1311,1200,3301.49,0,0,VeryLow,Metro,Metro,1,PDX,TriMet3,RURAL<5K,1,0
301,294,Portland,Portland_Vancouver,OR,Washington,41,67,1311,1200,4460.26,0,0,VeryLow,Metro,Metro,1,PDX,TriMet3,RURAL<5K,1,0
302,294,Portland,Portland_Vancouver,OR,Washington,41,67,1311,1200,2112.62,0,0,VeryLow,Metro,Metro,1,PDX,TriMet3,RURAL<5K,1,0
303,294,Portland,Portland_Vancouver,OR,Washington,41,67,1311,1200,418.07,0,0,VeryLow,Metro,Metro,1,PDX,TriMet3,RURAL<5K,1,0
304,294,Portland,Portland_Vancouver,OR,Washington,41,67,1311,1200,1824.33,0,0,VeryLow,Metro,Metro,1,PDX,TriMet3,RURAL<5K,1,0
305,294,Portland,Portland_Vancouver,OR,Washington,41,67,1311,1200,7365.09,0,0,VeryLow,Metro,Metro,1,PDX,TriMet3,RURAL<5K,1,0
306,294,Portland,Portland_Vancouver,OR,Washington,41,67,1311,1200,5900.63,0,0,VeryLow,Metro,Metro,1,PDX,TriMet3,RURAL<5K,1,0
307,294,Portland,Portland_Vancouver,OR,Washington,41,67,1311,1200,1924.66,0,0,VeryLow,Metro,Metro,1,PDX,TriMet3,RURAL<5K,1,0
308,89,Portland,Portland_Vancouver,OR,Washington,41,67,1310,1200,280.05,0,0,Medium,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
309,89,Portland,Portland_Vancouver,OR,Washington,41,67,1310,1200,156.3,0,0,Low,Metro,Metro,2,PDX,TriMet3,PORTLAND,2,0
310,89,Portland,Portland_Vancouver,OR,Washington,41,67,1310,1200,99,0,0,Low,Metro,Metro,2,PDX,TriMet3,PORTLAND,2,0
311,89,Portland,Portland_Vancouver,OR,Washington,41,67,1310,1200,211.82,0,0,High,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
312,89,Portland,Portland_Vancouver,OR,Washington,41,67,1310,1200,294.54,0,0,High,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
313,89,Portland,Portland_Vancouver,OR,Washington,41,67,1310,1200,144.48,0,0,High,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
314,117,Portland,Portland_Vancouver,OR,Washington,41,67,1310,1200,246.38,0,0,Medium,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
315,89,Portland,Portland_Vancouver,OR,Washington,41,67,1310,1200,234.34,0,0,Medium,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
316,117,Portland,Portland_Vancouver,OR,Washington,41,67,1310,1200,144.04,0,0,Medium,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
317,117,Portland,Portland_Vancouver,OR,Washington,41,67,1310,1200,463.33,0,0,Medium,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
318,117,Portland,Portland_Vancouver,OR,Washington,41,67,1310,1200,655.3,0,0,VeryLow,Metro,Metro,2,PDX,TriMet3,PORTLAND,2,0
319,117,Portland,Portland_Vancouver,OR,Washington,41,67,1310,1200,173.69,0,0,Medium,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
320,117,Portland,Portland_Vancouver,OR,Washington,41,67,1310,1200,227.2,0,0,Medium,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
321,117,Portland,Portland_Vancouver,OR,Washington,41,67,1310,1200,105.46,0,0,VeryLow,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
322,117,Portland,Portland_Vancouver,OR,Washington,41,67,1310,1200,358.31,0,0,Low,Metro,Metro,2,PDX,TriMet3,PORTLAND,2,0
323,323,Portland,Portland_Vancouver,OR,Clackamas,41,5,1309,1500,514.39,0,0,Medium,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
324,323,Portland,Portland_Vancouver,OR,Clackamas,41,5,1309,1500,130.44,0,0,Low,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
325,37,Portland,Portland_Vancouver,OR,Clackamas,41,5,1304,1500,601.12,0,0,Low,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
326,323,Portland,Portland_Vancouver,OR,Clackamas,41,5,1304,1500,512.16,0,0,Low,Metro,Metro,2,PDX,TriMet3,PORTLAND,2,0
327,323,Portland,Portland_Vancouver,OR,Clackamas,41,5,1309,1500,629.22,0,0,Medium,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
328,323,Portland,Portland_Vancouver,OR,Clackamas,41,5,1309,1500,465.11,0,0,VeryLow,Metro,Metro,2,PDX,TriMet3,PORTLAND,2,0
329,323,Portland,Portland_Vancouver,OR,Clackamas,41,5,1309,1500,518.18,0,0,Medium,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
330,323,Portland,Portland_Vancouver,OR,Clackamas,41,5,1309,1500,280.49,0,0,Medium,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
331,323,Portland,Portland_Vancouver,OR,Clackamas,41,5,1309,1500,269.12,0,0,High,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
332,290,Portland,Portland_Vancouver,OR,Washington,41,67,1310,1200,333.11,0,0,High,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
333,117,Portland,Portland_Vancouver,OR,Washington,41,67,1310,1200,536.24,0,0,Low,Metro,Metro,2,PDX,TriMet3,PORTLAND,2,0
334,117,Portland,Portland_Vancouver,OR,Washington,41,67,1310,1200,558.76,0,0,Low,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
335,117,Portland,Portland_Vancouver,OR,Washington,41,67,1310,1200,319.29,0,0,Low,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
336,117,Portland,Portland_Vancouver,OR,Washington,41,67,1310,1200,245.27,0,0,Medium,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
337,117,Portland,Portland_Vancouver,OR,Washington,41,67,1310,1200,204.02,0,0,VeryLow,Metro,Metro,2,PDX,TriMet3,PORTLAND,2,0
338,117,Portland,Portland_Vancouver,OR,Washington,41,67,1312,1200,394.65,0,0,VeryLow,Metro,Metro,2,PDX,TriMet3,PORTLAND,2,0
339,117,Portland,Portland_Vancouver,OR,Washington,41,67,1312,1200,363.88,0,0,VeryLow,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
340,150,Portland,Portland_Vancouver,OR,Washington,41,67,1312,1200,337.57,0,0,VeryLow,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
341,117,Portland,Portland_Vancouver,OR,Washington,41,67,1310,1200,812.27,0,0,VeryLow,Metro,Metro,2,PDX,TriMet3,PORTLAND,2,0
342,117,Portland,Portland_Vancouver,OR,Washington,41,67,1310,1200,324.2,0,0,VeryLow,Metro,Metro,2,PDX,TriMet3,PORTLAND,2,0
343,117,Portland,Portland_Vancouver,OR,Washington,41,67,1310,1200,401.57,0,0,VeryLow,Metro,Metro,2,PDX,TriMet3,RURAL<5K,2,0
344,117,Portland,Portland_Vancouver,OR,Washington,41,67,1310,1200,556.08,0,0,Low,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
345,117,Portland,Portland_Vancouver,OR,Washington,41,67,1310,1200,184.39,0,0,Medium,Metro,Metro,2,PDX,TriMet3,PORTLAND,3,0
