ZoneNumber,Commodity,TargetPrice,Tolerance,region,type,confidence
3022,FLR Hospital,13.71926594,13.71926594,OR-Small Cities,Office,VLow
3025,FLR Hospital,13.71926594,13.71926594,OR-Small Cities,Office,VLow
3027,FLR Hospital,13.71926594,13.71926594,OR-Small Cities,Office,VLow
3032,FLR Hospital,13.71926594,13.71926594,OR-Small Cities,Office,VLow
3040,FLR Hospital,13.71926594,13.71926594,OR-Small Cities,Office,VLow
3042,FLR Hospital,13.71926594,13.71926594,OR-Small Cities,Office,VLow
3043,FLR Hospital,13.71926594,13.71926594,OR-Small Cities,Office,VLow
3044,FLR Hospital,13.71926594,13.71926594,OR-Small Cities,Office,VLow
3054,FLR Hospital,13.71926594,13.71926594,OR-Small Cities,Office,VLow
3056,FLR Hospital,13.71926594,13.71926594,OR-Small Cities,Office,VLow
3062,FLR Hospital,13.71926594,13.71926594,OR-Small Cities,Office,VLow
3072,FLR Hospital,13.71926594,13.71926594,OR-Small Cities,Office,VLow
3073,FLR Hospital,13.71926594,13.71926594,OR-Small Cities,Office,VLow
3074,FLR Hospital,13.71926594,13.71926594,OR-Small Cities,Office,VLow
3077,FLR Hospital,13.71926594,13.71926594,OR-Small Cities,Office,VLow
3081,FLR Hospital,13.71926594,13.71926594,OR-Small Cities,Office,VLow
3082,FLR Hospital,13.71926594,13.71926594,OR-Small Cities,Office,VLow
3083,FLR Hospital,13.71926594,13.71926594,OR-Small Cities,Office,VLow
3087,FLR Hospital,13.71926594,13.71926594,OR-Small Cities,Office,VLow
3092,FLR Hospital,13.71926594,13.71926594,OR-Small Cities,Office,VLow
3106,FLR Hospital,13.71926594,13.71926594,OR-Small Cities,Office,VLow
3108,FLR Hospital,13.71926594,13.71926594,OR-Small Cities,Office,VLow
3111,FLR Hospital,13.71926594,13.71926594,OR-Small Cities,Office,VLow
3112,FLR Hospital,13.71926594,13.71926594,OR-Small Cities,Office,VLow
3117,FLR Hospital,13.71926594,13.71926594,OR-Small Cities,Office,VLow
3118,FLR Hospital,13.71926594,13.71926594,OR-Small Cities,Office,VLow
3119,FLR Hospital,13.71926594,13.71926594,OR-Small Cities,Office,VLow
3120,FLR Hospital,13.71926594,13.71926594,OR-Small Cities,Office,VLow
3121,FLR Hospital,13.71926594,13.71926594,OR-Small Cities,Office,VLow
3126,FLR Hospital,13.71926594,13.71926594,OR-Small Cities,Office,VLow
3128,FLR Hospital,13.71926594,13.71926594,OR-Small Cities,Office,VLow
3131,FLR Hospital,13.71926594,13.71926594,OR-Small Cities,Office,VLow
3133,FLR Hospital,13.71926594,13.71926594,OR-Small Cities,Office,VLow
3139,FLR Hospital,13.71926594,13.71926594,OR-Small Cities,Office,VLow
3140,FLR Hospital,13.71926594,13.71926594,OR-Small Cities,Office,VLow
3141,FLR Hospital,13.71926594,13.71926594,OR-Small Cities,Office,VLow
3147,FLR Hospital,12.78986835,12.78986835,NonMPO,Office,VLow
3149,FLR Hospital,12.78986835,12.78986835,NonMPO,Office,VLow
3150,FLR Hospital,12.78986835,12.78986835,NonMPO,Office,VLow
3151,FLR Hospital,12.78986835,12.78986835,NonMPO,Office,VLow
3153,FLR Hospital,12.78986835,12.78986835,NonMPO,Office,VLow
3157,FLR Hospital,13.71926594,13.71926594,OR-Small Cities,Office,VLow
3171,FLR Hospital,13.71926594,13.71926594,OR-Small Cities,Office,VLow
3172,FLR Hospital,13.71926594,13.71926594,OR-Small Cities,Office,VLow
3177,FLR Hospital,13.71926594,13.71926594,OR-Small Cities,Office,VLow
3181,FLR Hospital,13.71926594,13.71926594,OR-Small Cities,Office,VLow
3183,FLR Hospital,12.78986835,12.78986835,NonMPO,Office,VLow
3184,FLR Hospital,13.71926594,13.71926594,OR-Small Cities,Office,VLow
3185,FLR Hospital,13.71926594,13.71926594,OR-Small Cities,Office,VLow
4001,FLR Hospital,12.34946346,12.34946346,OOO,Office,VLow
4002,FLR Hospital,13.63244534,13.63244534,Halo-Small Cities,Office,VLow
4003,FLR Hospital,13.43458843,13.43458843,Halo-Small Cities,Office,VLow
4004,FLR Hospital,13.70135021,13.70135021,Halo-Small Cities,Office,VLow
4005,FLR Hospital,13.640131,13.640131,Halo-Small Cities,Office,VLow
4006,FLR Hospital,13.6278162,13.6278162,Halo-Small Cities,Office,VLow
4007,FLR Hospital,14.04253674,14.04253674,Halo-Small Cities,Office,VLow
4008,FLR Hospital,13.43894672,13.43894672,Halo-Small Cities,Office,VLow
4009,FLR Hospital,13.71251774,13.71251774,Halo-Small Cities,Office,VLow
4010,FLR Hospital,14.18721199,14.18721199,Halo-Small Cities,Office,VLow
4011,FLR Hospital,12.34946346,12.34946346,OOO,Office,VLow
4012,FLR Hospital,12.99363613,12.99363613,OOO,Office,VLow
4013,FLR Hospital,12.34946346,12.34946346,OOO,Office,VLow
4014,FLR Hospital,14.25567436,14.25567436,Halo-Small Cities,Office,VLow
4015,FLR Hospital,15.18007755,15.18007755,Halo-Small Cities,Office,VLow
4016,FLR Hospital,15.58843327,15.58843327,Halo-Urban,Office,VLow
4017,FLR Hospital,13.94146633,13.94146633,Halo-Small Cities,Office,VLow
4018,FLR Hospital,12.45155334,12.45155334,OOO,Office,VLow
4019,FLR Hospital,12.76428699,12.76428699,OOO,Office,VLow
4021,FLR Hospital,18.13730621,18.13730621,Halo-Urban,Office,VLow
4022,FLR Hospital,14.04461575,14.04461575,Halo-Small Cities,Office,VLow
4023,FLR Hospital,12.53093433,12.53093433,OOO,Office,VLow
4025,FLR Hospital,14.02392673,14.02392673,Halo-Small Cities,Office,VLow
4026,FLR Hospital,13.49948025,13.49948025,Halo-Small Cities,Office,VLow
4027,FLR Hospital,13.50329971,13.50329971,Halo-Small Cities,Office,VLow
4028,FLR Hospital,13.74979496,13.74979496,Halo-Small Cities,Office,VLow
4029,FLR Hospital,12.34946346,12.34946346,OOO,Office,VLow
4030,FLR Hospital,13.43458843,13.43458843,Halo-Small Cities,Office,VLow
4031,FLR Hospital,12.34946346,12.34946346,OOO,Office,VLow
4032,FLR Hospital,13.61694336,13.61694336,Halo-Small Cities,Office,VLow
4033,FLR Hospital,13.70967197,13.70967197,Halo-Small Cities,Office,VLow
4034,FLR Hospital,13.5368166,13.5368166,Halo-Small Cities,Office,VLow
4035,FLR Hospital,13.43458843,13.43458843,Halo-Small Cities,Office,VLow
4036,FLR Hospital,13.76694012,13.76694012,Halo-Small Cities,Office,VLow
4037,FLR Hospital,13.98413563,13.98413563,Halo-Small Cities,Office,VLow
4038,FLR Hospital,13.32662964,13.32662964,Halo-Urban,Office,VLow
4039,FLR Hospital,14.25332832,14.25332832,Halo-Urban,Office,VLow
4040,FLR Hospital,13.60706043,13.60706043,Halo-Small Cities,Office,VLow
4041,FLR Hospital,12.34946346,12.34946346,OOO,Office,VLow
4042,FLR Hospital,13.77033997,13.77033997,Halo-Small Cities,Office,VLow
4043,FLR Hospital,14.317976,14.317976,Halo-Small Cities,Office,VLow
4044,FLR Hospital,13.43458843,13.43458843,Halo-Small Cities,Office,VLow
4045,FLR Hospital,13.46091747,13.46091747,Halo-Small Cities,Office,VLow
4046,FLR Hospital,13.84916973,13.84916973,Halo-Small Cities,Office,VLow
4047,FLR Hospital,13.72431278,13.72431278,Halo-Small Cities,Office,VLow
4048,FLR Hospital,13.75497723,13.75497723,Halo-Small Cities,Office,VLow
4049,FLR Hospital,13.85526657,13.85526657,Halo-Small Cities,Office,VLow
4050,FLR Hospital,13.67260838,13.67260838,Halo-Small Cities,Office,VLow
4051,FLR Hospital,14.02905941,14.02905941,Halo-Urban,Office,VLow
4052,FLR Hospital,13.69799519,13.69799519,Halo-Small Cities,Office,VLow
4053,FLR Hospital,13.45681095,13.45681095,Halo-Small Cities,Office,VLow
4054,FLR Hospital,13.99973869,13.99973869,Halo-Small Cities,Office,VLow
4055,FLR Hospital,13.64404202,13.64404202,Halo-Small Cities,Office,VLow
4056,FLR Hospital,13.65933418,13.65933418,Halo-Small Cities,Office,VLow
4057,FLR Hospital,12.39591217,12.39591217,OOO,Office,VLow
4058,FLR Hospital,13.59315491,13.59315491,Halo-Small Cities,Office,VLow
4059,FLR Hospital,12.98546696,12.98546696,Halo-Urban,Office,VLow
4060,FLR Hospital,12.81731415,12.81731415,Halo-Urban,Office,VLow
4061,FLR Hospital,14.01935673,14.01935673,Halo-Urban,Office,VLow
4062,FLR Hospital,15.01711369,15.01711369,Halo-Small Cities,Office,VLow
4063,FLR Hospital,16.35511589,16.35511589,Halo-Urban,Office,VLow
4064,FLR Hospital,14.4699707,14.4699707,Halo-Small Cities,Office,VLow
4065,FLR Hospital,14.01255322,14.01255322,Halo-Small Cities,Office,VLow
4066,FLR Hospital,14.62084198,14.62084198,Halo-Small Cities,Office,VLow
4067,FLR Hospital,13.87669468,13.87669468,Halo-Small Cities,Office,VLow
4068,FLR Hospital,13.78473759,13.78473759,Halo-Urban,Office,VLow
4069,FLR Hospital,13.85740376,13.85740376,Halo-Urban,Office,VLow
4070,FLR Hospital,14.61578751,14.61578751,Halo-Urban,Office,VLow
4071,FLR Hospital,14.0100317,14.0100317,Halo-Small Cities,Office,VLow
4072,FLR Hospital,13.56643581,13.56643581,Halo-Small Cities,Office,VLow
4073,FLR Hospital,13.47428036,13.47428036,Halo-Small Cities,Office,VLow
4074,FLR Hospital,13.45372868,13.45372868,Halo-Small Cities,Office,VLow
4075,FLR Hospital,13.74642754,13.74642754,Halo-Small Cities,Office,VLow
4076,FLR Hospital,13.74241447,13.74241447,Halo-Small Cities,Office,VLow
4077,FLR Hospital,13.93065548,13.93065548,Halo-Small Cities,Office,VLow
4078,FLR Hospital,16.55300713,16.55300713,Halo-Urban,Office,VLow
4079,FLR Hospital,13.79632378,13.79632378,Halo-Small Cities,Office,VLow
4080,FLR Hospital,13.55547142,13.55547142,Halo-Small Cities,Office,VLow
4081,FLR Hospital,13.64863682,13.64863682,Halo-Small Cities,Office,VLow
4082,FLR Hospital,13.71908379,13.71908379,Halo-Small Cities,Office,VLow
4083,FLR Hospital,13.25032806,13.25032806,Halo-Urban,Office,VLow
4084,FLR Hospital,13.19164658,13.19164658,Halo-Urban,Office,VLow
4085,FLR Hospital,13.25863457,13.25863457,Halo-Urban,Office,VLow
4086,FLR Hospital,13.76756859,13.76756859,Halo-Urban,Office,VLow
4087,FLR Hospital,14.51439857,14.51439857,Halo-Urban,Office,VLow
4088,FLR Hospital,13.63871288,13.63871288,Halo-Urban,Office,VLow
4089,FLR Hospital,18.13730621,18.13730621,Halo-Urban,Office,VLow
4090,FLR Hospital,13.43458843,13.43458843,Halo-Small Cities,Office,VLow
4091,FLR Hospital,13.46307564,13.46307564,Halo-Small Cities,Office,VLow
4092,FLR Hospital,13.64818478,13.64818478,Halo-Small Cities,Office,VLow
4093,FLR Hospital,13.73364639,13.73364639,Halo-Small Cities,Office,VLow
4094,FLR Hospital,13.78628159,13.78628159,Halo-Urban,Office,VLow
4095,FLR Hospital,13.21194649,13.21194649,Halo-Urban,Office,VLow
4096,FLR Hospital,13.43458843,13.43458843,Halo-Small Cities,Office,VLow
4105,FLR Hospital,15.02115917,15.02115917,Halo-Small Cities,Office,VLow
4136,FLR Hospital,13.68318462,13.68318462,Halo-Small Cities,Office,VLow
4137,FLR Hospital,13.55842209,13.55842209,Halo-Small Cities,Office,VLow
4138,FLR Hospital,14.40428543,14.40428543,Halo-Small Cities,Office,VLow
4140,FLR Hospital,13.70055676,13.70055676,Halo-Small Cities,Office,VLow
4141,FLR Hospital,14.75131321,14.75131321,Halo-Small Cities,Office,VLow
1,FLR Retail,20.43719673,10.21859837,Metro-Average,Retail,Medium
17,FLR Retail,13.48834515,6.744172575,Metro-Average,Retail,Medium
19,FLR Retail,13.48834515,6.744172575,Metro-Average,Retail,Medium
31,FLR Retail,13.48834515,6.744172575,Metro-Average,Retail,Medium
37,FLR Retail,13.48834515,6.744172575,Metro-Average,Retail,Medium
79,FLR Retail,13.48834515,6.744172575,Metro-Average,Retail,Medium
81,FLR Retail,13.48834515,6.744172575,Metro-Average,Retail,Medium
89,FLR Retail,13.48834515,6.744172575,Metro-Average,Retail,Medium
104,FLR Retail,17.50005341,8.750026705,Metro-Average,Retail,Medium
114,FLR Retail,13.48834515,6.744172575,Metro-Average,Retail,Medium
117,FLR Retail,13.48834515,6.744172575,Metro-Average,Retail,Medium
150,FLR Retail,17.50005341,8.750026705,Metro-Average,Retail,Medium
154,FLR Retail,17.50005341,8.750026705,Metro-Average,Retail,Medium
161,FLR Retail,17.50005341,8.750026705,Metro-Average,Retail,Medium
223,FLR Retail,17.50005341,8.750026705,Metro-Average,Retail,Medium
229,FLR Retail,17.50005341,8.750026705,Metro-Average,Retail,Medium
244,FLR Retail,8.187159538,4.093579769,Metro-Average,Retail,Medium
267,FLR Retail,8.187159538,4.093579769,Metro-Average,Retail,Medium
271,FLR Retail,8.187159538,4.093579769,Metro-Average,Retail,Medium
273,FLR Retail,17.50005341,8.750026705,Metro-Average,Retail,Medium
290,FLR Retail,13.48834515,6.744172575,Metro-Average,Retail,Medium
294,FLR Retail,8.187159538,4.093579769,Metro-Average,Retail,Medium
323,FLR Retail,14.69595146,7.34797573,Metro-Average,Retail,Medium
355,FLR Retail,14.69595146,7.34797573,Metro-Average,Retail,Medium
361,FLR Retail,14.09934807,7.049674035,Metro-Average,Retail,Medium
385,FLR Retail,14.69595146,7.34797573,Metro-Average,Retail,Medium
404,FLR Retail,14.69595146,7.34797573,Metro-Average,Retail,Medium
405,FLR Retail,14.69595146,7.34797573,Metro-Average,Retail,Medium
411,FLR Retail,14.69595146,7.34797573,Metro-Average,Retail,Medium
418,FLR Retail,11.76904202,5.88452101,Metro-Average,Retail,Medium
441,FLR Retail,14.69595146,7.34797573,Metro-Average,Retail,Medium
444,FLR Retail,14.69595146,7.34797573,Metro-Average,Retail,Medium
468,FLR Retail,12.30120659,6.150603295,Metro-Average,Retail,Medium
481,FLR Retail,17.41536903,8.707684515,Metro-Average,Retail,Medium
499,FLR Retail,14.69595146,7.34797573,Metro-Average,Retail,Medium
504,FLR Retail,17.41536903,8.707684515,Metro-Average,Retail,Medium
536,FLR Retail,17.41536903,8.707684515,Metro-Average,Retail,Medium
542,FLR Retail,12.30120659,6.150603295,Metro-Average,Retail,Medium
570,FLR Retail,12.30120659,6.150603295,Metro-Average,Retail,Medium
575,FLR Retail,12.30120659,6.150603295,Metro-Average,Retail,Medium
618,FLR Retail,11.76904202,5.88452101,Metro-Average,Retail,Medium
623,FLR Retail,12.30120659,6.150603295,Metro-Average,Retail,Medium
636,FLR Retail,12.30120659,6.150603295,Metro-Average,Retail,Medium
714,FLR Retail,20.43719673,10.21859837,Metro-Average,Retail,Medium
715,FLR Retail,11.76904202,5.88452101,Metro-Average,Retail,Medium
721,FLR Retail,11.76904202,5.88452101,Metro-Average,Retail,Medium
727,FLR Retail,11.76904202,5.88452101,Metro-Average,Retail,Medium
733,FLR Retail,11.76904202,5.88452101,Metro-Average,Retail,Medium
763,FLR Retail,11.76904202,5.88452101,Metro-Average,Retail,Medium
776,FLR Retail,11.76904202,5.88452101,Metro-Average,Retail,Medium
851,FLR Retail,11.76904202,5.88452101,Metro-Average,Retail,Medium
852,FLR Retail,11.76904202,5.88452101,Metro-Average,Retail,Medium
866,FLR Retail,11.76904202,5.88452101,Metro-Average,Retail,Medium
869,FLR Retail,11.76904202,5.88452101,Metro-Average,Retail,Medium
905,FLR Retail,11.76904202,5.88452101,Metro-Average,Retail,Medium
970,FLR Retail,18.49274635,9.246373175,Metro-Average,Retail,Medium
991,FLR Retail,18.49274635,9.246373175,Metro-Average,Retail,Medium
1000,FLR Retail,18.49274635,9.246373175,Metro-Average,Retail,Medium
1002,FLR Retail,18.49274635,9.246373175,Metro-Average,Retail,Medium
1025,FLR Retail,18.49274635,9.246373175,Metro-Average,Retail,Medium
1044,FLR Retail,18.49274635,9.246373175,Metro-Average,Retail,Medium
1114,FLR Retail,18.49274635,9.246373175,Metro-Average,Retail,Medium
1131,FLR Retail,18.49274635,9.246373175,Metro-Average,Retail,Medium
1153,FLR Retail,18.49274635,9.246373175,Metro-Average,Retail,Medium
1175,FLR Retail,15.6722908,7.8361454,Metro-Average,Retail,Medium
1177,FLR Retail,18.49274635,9.246373175,Metro-Average,Retail,Medium
1292,FLR Retail,8.187159538,4.093579769,Metro-Average,Retail,Medium
1301,FLR Retail,11.67210674,1.750816011,SalemKeizer,Retail,VHigh
1303,FLR Retail,15.04959774,2.257439661,SalemKeizer,Retail,VHigh
1313,FLR Retail,8.792194366,1.318829155,SalemKeizer,Retail,VHigh
1314,FLR Retail,10.68116093,1.60217414,SalemKeizer,Retail,VHigh
1316,FLR Retail,10.68116093,1.60217414,SalemKeizer,Retail,VHigh
1318,FLR Retail,11.17990112,1.676985168,SalemKeizer,Retail,VHigh
1324,FLR Retail,13.4845171,2.022677565,SalemKeizer,Retail,VHigh
1328,FLR Retail,20.37699318,3.056548977,SalemKeizer,Retail,VHigh
1337,FLR Retail,20.27072906,3.040609359,SalemKeizer,Retail,VHigh
1364,FLR Retail,16.14239693,2.42135954,SalemKeizer,Retail,VHigh
1369,FLR Retail,11.77120209,1.765680314,SalemKeizer,Retail,VHigh
1374,FLR Retail,11.77120209,1.765680314,SalemKeizer,Retail,VHigh
1394,FLR Retail,11.77120209,1.765680314,SalemKeizer,Retail,VHigh
1401,FLR Retail,11.77120209,1.765680314,SalemKeizer,Retail,VHigh
1408,FLR Retail,11.77120209,1.765680314,SalemKeizer,Retail,VHigh
1415,FLR Retail,11.77120209,1.765680314,SalemKeizer,Retail,VHigh
1437,FLR Retail,11.77120209,1.765680314,SalemKeizer,Retail,VHigh
1453,FLR Retail,11.77120209,1.765680314,SalemKeizer,Retail,VHigh
1466,FLR Retail,11.77120209,1.765680314,SalemKeizer,Retail,VHigh
1468,FLR Retail,11.77120209,1.765680314,SalemKeizer,Retail,VHigh
1470,FLR Retail,13.51543617,10.81234894,NonMPO,Retail,Low
1501,FLR Retail,16.9661274,2.54491911,EugeneSpringfield,Retail,VHigh
1502,FLR Retail,10.06175041,1.509262562,EugeneSpringfield,Retail,VHigh
1503,FLR Retail,12.72272682,1.908409023,EugeneSpringfield,Retail,VHigh
1505,FLR Retail,24.92746735,3.739120103,EugeneSpringfield,Retail,VHigh
1525,FLR Retail,9.075527191,1.361329079,EugeneSpringfield,Retail,VHigh
1553,FLR Retail,9.075527191,1.361329079,EugeneSpringfield,Retail,VHigh
1562,FLR Retail,9.075527191,1.361329079,EugeneSpringfield,Retail,VHigh
1588,FLR Retail,9.075527191,1.361329079,EugeneSpringfield,Retail,VHigh
1598,FLR Retail,9.887388229,1.483108234,EugeneSpringfield,Retail,VHigh
1617,FLR Retail,14.50335312,2.175502968,EugeneSpringfield,Retail,VHigh
1630,FLR Retail,9.075527191,1.361329079,EugeneSpringfield,Retail,VHigh
1639,FLR Retail,9.075527191,1.361329079,EugeneSpringfield,Retail,VHigh
1650,FLR Retail,9.075527191,1.361329079,EugeneSpringfield,Retail,VHigh
1658,FLR Retail,10.09500504,8.076004032,NonMPO,Retail,Low
1701,FLR Retail,9.622530937,1.443379641,RogueValley,Retail,VHigh
1702,FLR Retail,6,0.9,RogueValley,Retail,VHigh
1706,FLR Retail,6,0.9,RogueValley,Retail,VHigh
1710,FLR Retail,12.1288147,1.819322205,RogueValley,Retail,VHigh
1715,FLR Retail,12.85181713,1.92777257,RogueValley,Retail,VHigh
1717,FLR Retail,9.742808342,1.461421251,RogueValley,Retail,VHigh
1719,FLR Retail,12.88796711,1.933195067,RogueValley,Retail,VHigh
1720,FLR Retail,12.37717342,1.856576013,RogueValley,Retail,VHigh
1723,FLR Retail,13.4302187,2.014532805,RogueValley,Retail,VHigh
1724,FLR Retail,13.12077999,1.968116999,RogueValley,Retail,VHigh
1726,FLR Retail,13.3528595,2.002928925,RogueValley,Retail,VHigh
1728,FLR Retail,13.4302187,2.014532805,RogueValley,Retail,VHigh
1732,FLR Retail,12.81134224,1.921701336,RogueValley,Retail,VHigh
1736,FLR Retail,11.13813782,5.56906891,OR-Small Cities,Retail,Medium
1752,FLR Retail,13.4302187,2.014532805,RogueValley,Retail,VHigh
1774,FLR Retail,10.82675171,5.413375855,OR-Small Cities,Retail,Medium
1775,FLR Retail,10.09500504,8.076004032,NonMPO,Retail,Low
2009,FLR Retail,10.82675171,5.413375855,OR-Small Cities,Retail,Medium
2011,FLR Retail,10.82675171,5.413375855,OR-Small Cities,Retail,Medium
2018,FLR Retail,10.82675171,5.413375855,OR-Small Cities,Retail,Medium
2023,FLR Retail,10.82675171,5.413375855,OR-Small Cities,Retail,Medium
2025,FLR Retail,22.8684597,11.43422985,OR-Small Cities,Retail,Medium
2028,FLR Retail,16.3400116,8.1700058,OR-Small Cities,Retail,Medium
2031,FLR Retail,37.50748062,18.75374031,OR-Small Cities,Retail,Medium
2035,FLR Retail,37.50748062,18.75374031,OR-Small Cities,Retail,Medium
2042,FLR Retail,10.82675171,5.413375855,OR-Small Cities,Retail,Medium
2045,FLR Retail,10.82675171,5.413375855,OR-Small Cities,Retail,Medium
2046,FLR Retail,10.82675171,5.413375855,OR-Small Cities,Retail,Medium
2051,FLR Retail,10.82675171,5.413375855,OR-Small Cities,Retail,Medium
2056,FLR Retail,10.82675171,5.413375855,OR-Small Cities,Retail,Medium
2059,FLR Retail,10.09500504,8.076004032,NonMPO,Retail,Low
2063,FLR Retail,11.13813782,5.56906891,OR-Small Cities,Retail,Medium
2072,FLR Retail,10.82675171,5.413375855,OR-Small Cities,Retail,Medium
2073,FLR Retail,10.82675171,5.413375855,OR-Small Cities,Retail,Medium
2076,FLR Retail,10.82675171,5.413375855,OR-Small Cities,Retail,Medium
2092,FLR Retail,10.82675171,5.413375855,OR-Small Cities,Retail,Medium
2094,FLR Retail,10.82675171,5.413375855,OR-Small Cities,Retail,Medium
2098,FLR Retail,10.82675171,5.413375855,OR-Small Cities,Retail,Medium
2109,FLR Retail,10.82675171,5.413375855,OR-Small Cities,Retail,Medium
2111,FLR Retail,10.82675171,5.413375855,OR-Small Cities,Retail,Medium
2112,FLR Retail,10.82675171,5.413375855,OR-Small Cities,Retail,Medium
2119,FLR Retail,10.82675171,5.413375855,OR-Small Cities,Retail,Medium
2122,FLR Retail,10.82675171,5.413375855,OR-Small Cities,Retail,Medium
2123,FLR Retail,10.09500504,8.076004032,NonMPO,Retail,Low
2126,FLR Retail,10.82675171,5.413375855,OR-Small Cities,Retail,Medium
2134,FLR Retail,10.82675171,5.413375855,OR-Small Cities,Retail,Medium
2139,FLR Retail,10.82675171,5.413375855,OR-Small Cities,Retail,Medium
2148,FLR Retail,10.82675171,5.413375855,OR-Small Cities,Retail,Medium
