ZoneNumber,Commodity,TargetFloorspace,Tolerance,region,type,confidence
2537,FLR K12,16937.49,16937.49,OR-Small Cities,Office,100%
2544,FLR K12,2378.51,2378.51,OR-Small Cities,Office,100%
2548,FLR K12,0,1000,OR-Small Cities,Office,100%
2550,FLR K12,36694.6,36694.6,OR-Small Cities,Office,100%
2556,FLR K12,4813.34,4813.34,OR-Small Cities,Office,100%
2558,FLR K12,16129.16,16129.16,OR-Small Cities,Office,100%
2565,FLR K12,3274.81,3274.81,NonMPO,Office,100%
2566,FLR K12,18084.95,18084.95,NonMPO,Office,100%
2568,FLR K12,6440.56,6440.56,OR-Small Cities,Office,100%
2569,FLR K12,2798.206353,2798.206353,OR-Small Cities,Office,100%
2573,FLR K12,16107.37,16107.37,OR-Small Cities,Office,100%
2578,FLR K12,0,1000,OR-Small Cities,Office,100%
2579,FLR K12,162467.6,162467.6,OR-Small Cities,Office,100%
2582,FLR K12,67107.48475,67107.48475,OR-Small Cities,Office,100%
2584,FLR K12,29881.63,29881.63,OR-Small Cities,Office,100%
2589,FLR K12,115543.99,115543.99,OR-Small Cities,Office,100%
2598,FLR K12,44409.77,44409.77,OR-Small Cities,Office,100%
2599,FLR K12,0,1000,NonMPO,Office,100%
2601,FLR K12,91350.34291,91350.34291,OR-Small Cities,Office,100%
2603,FLR K12,42511.26,42511.26,OR-Small Cities,Office,100%
2605,FLR K12,279729.2188,279729.2188,OR-Small Cities,Office,100%
2613,FLR K12,57310.29,57310.29,OR-Small Cities,Office,100%
2616,FLR K12,5744.53,5744.53,NonMPO,Office,100%
2617,FLR K12,0,1000,NonMPO,Office,100%
2618,FLR K12,15331.78,15331.78,OR-Small Cities,Office,100%
2620,FLR K12,41198.11,41198.11,OR-Small Cities,Office,100%
2623,FLR K12,283087.7136,283087.7136,OR-Small Cities,Office,100%
2638,FLR K12,164555.2922,164555.2922,OR-Small Cities,Office,100%
2654,FLR K12,34267.01136,34267.01136,OR-Small Cities,Office,100%
2658,FLR K12,154366.82,154366.82,OR-Small Cities,Office,100%
2662,FLR K12,59931.51703,59931.51703,OR-Small Cities,Office,100%
2664,FLR K12,76563.44,76563.44,NonMPO,Office,100%
2666,FLR K12,0,1000,NonMPO,Office,100%
2670,FLR K12,815.29,1000,NonMPO,Office,100%
2671,FLR K12,4439.32,4439.32,NonMPO,Office,100%
2672,FLR K12,22777.95,22777.95,NonMPO,Office,100%
2678,FLR K12,162439.46,162439.46,OR-Small Cities,Office,100%
2679,FLR K12,93868.38,93868.38,OR-Small Cities,Office,100%
2683,FLR K12,1284532.02,1284532.02,OR-Small Cities,Office,100%
2692,FLR K12,12938.8,12938.8,OR-Small Cities,Office,100%
2696,FLR K12,8054.5,8054.5,OR-Small Cities,Office,100%
2699,FLR K12,40350.92,40350.92,OR-Small Cities,Office,100%
2711,FLR K12,8067.99,8067.99,OR-Small Cities,Office,100%
2712,FLR K12,13691.35,13691.35,OR-Small Cities,Office,100%
2721,FLR K12,0,1000,OR-Small Cities,Office,100%
2722,FLR K12,9027.03,9027.03,NonMPO,Office,100%
2724,FLR K12,9684.55,9684.55,OR-Small Cities,Office,100%
2726,FLR K12,5705.22,5705.22,OR-Small Cities,Office,100%
2727,FLR K12,0,1000,NonMPO,Office,100%
2732,FLR K12,0,1000,NonMPO,Office,100%
2733,FLR K12,0,1000,OR-Small Cities,Office,100%
2735,FLR K12,19204.12,19204.12,NonMPO,Office,100%
2740,FLR K12,20192.62,20192.62,OR-Small Cities,Office,100%
2742,FLR K12,1570.98,1570.98,OR-Small Cities,Office,100%
2756,FLR K12,44379.21,22189.605,RogueValley,Office,50%
2759,FLR K12,818.33,1000,NonMPO,Office,100%
2767,FLR K12,886042.04,443021.02,RogueValley,Office,50%
2772,FLR K12,0,1000,RogueValley,Office,50%
2779,FLR K12,0,1000,OR-Small Cities,Office,100%
2782,FLR K12,23407.15,23407.15,OR-Small Cities,Office,100%
2783,FLR K12,27142.42,27142.42,NonMPO,Office,100%
2784,FLR K12,103121.6809,103121.6809,OR-Small Cities,Office,100%
2787,FLR K12,370369.3572,370369.3572,OR-Small Cities,Office,100%
2800,FLR K12,787534.6928,787534.6928,OR-Small Cities,Office,100%
2807,FLR K12,28855.34,28855.34,OR-Small Cities,Office,100%
2817,FLR K12,4005.18,4005.18,OR-Small Cities,Office,100%
2821,FLR K12,8858.49,8858.49,OR-Small Cities,Office,100%
2822,FLR K12,0,1000,OR-Small Cities,Office,100%
2823,FLR K12,6451.47,6451.47,OR-Small Cities,Office,100%
2824,FLR K12,0,1000,NonMPO,Office,100%
2825,FLR K12,71117.79,71117.79,OR-Small Cities,Office,100%
2826,FLR K12,7259.72,7259.72,OR-Small Cities,Office,100%
2827,FLR K12,21000.95,21000.95,OR-Small Cities,Office,100%
2828,FLR K12,29892.57,29892.57,OR-Small Cities,Office,100%
2829,FLR K12,3274.81,3274.81,NonMPO,Office,100%
2830,FLR K12,25042.58,25042.58,OR-Small Cities,Office,100%
2831,FLR K12,187252.85,187252.85,OR-Small Cities,Office,100%
2836,FLR K12,21328.28,10664.14,Deschutes-Rural,Office,50%
2837,FLR K12,66256.79,66256.79,OR-Small Cities,Office,100%
2839,FLR K12,29613.55,29613.55,NonMPO,Office,100%
2841,FLR K12,0,1000,OR-Small Cities,Office,100%
2842,FLR K12,33934.23,33934.23,OR-Small Cities,Office,100%
2843,FLR K12,14650.18,14650.18,NonMPO,Office,100%
2846,FLR K12,68677.43,68677.43,OR-Small Cities,Office,100%
2847,FLR K12,108064.5613,108064.5613,OR-Small Cities,Office,100%
2848,FLR K12,197168.24,197168.24,OR-Small Cities,Office,100%
2857,FLR K12,0,1000,OR-Small Cities,Office,100%
2859,FLR K12,4921.22,4921.22,NonMPO,Office,100%
2860,FLR K12,0,1000,Deschutes-Rural,Office,50%
2861,FLR K12,7303.18,3651.59,Deschutes-Rural,Office,50%
2863,FLR K12,9672.53,9672.53,OR-Small Cities,Office,100%
2866,FLR K12,97177.5,48588.75,Redmond,Office,50%
2872,FLR K12,56432.38,28216.19,Redmond,Office,50%
2878,FLR K12,28698.73,14349.365,Deschutes-Rural,Office,50%
2879,FLR K12,0,1000,Deschutes-Rural,Office,50%
2884,FLR K12,35958.47592,35958.47592,NonMPO,Office,100%
2889,FLR K12,98389.5945,49194.79725,Deschutes-Rural,Office,50%
2894,FLR K12,0,1000,NonMPO,Office,100%
2895,FLR K12,37035.94,37035.94,NonMPO,Office,100%
2896,FLR K12,57375.57,57375.57,OR-Small Cities,Office,100%
2897,FLR K12,0,1000,NonMPO,Office,100%
2898,FLR K12,18835.94,18835.94,NonMPO,Office,100%
2899,FLR K12,27534.37,27534.37,OR-Small Cities,Office,100%
2900,FLR K12,8068.03,8068.03,OR-Small Cities,Office,100%
2901,FLR K12,436459.8152,436459.8152,OR-Small Cities,Office,100%
2906,FLR K12,182782.81,182782.81,OR-Small Cities,Office,100%
2908,FLR K12,339698.9508,339698.9508,OR-Small Cities,Office,100%
2911,FLR K12,722703.89,722703.89,OR-Small Cities,Office,100%
2955,FLR K12,0,1000,NonMPO,Office,100%
2956,FLR K12,44447.29,44447.29,NonMPO,Office,100%
2957,FLR K12,22617.6,22617.6,OR-Small Cities,Office,100%
2958,FLR K12,9038.13,9038.13,NonMPO,Office,100%
2959,FLR K12,5643.3,5643.3,OR-Small Cities,Office,100%
2960,FLR K12,96674.13,96674.13,OR-Small Cities,Office,100%
2964,FLR K12,11665.14,5832.57,Bend-North,Office,50%
2968,FLR K12,29464.25,14732.125,Bend-South,Office,50%
2970,FLR K12,0,1000,Deschutes-Rural,Office,50%
2971,FLR K12,0,1000,Deschutes-Rural,Office,50%
2972,FLR K12,531594.3,265797.15,Bend-North,Office,50%
2974,FLR K12,552363.55,276181.775,Bend-North,Office,50%
2981,FLR K12,2041629.5,1020814.75,Bend-Central,Office,50%
2984,FLR K12,54043.05,27021.525,Bend-South,Office,50%
2987,FLR K12,68005.67,34002.835,Bend-South,Office,50%
2988,FLR K12,15514.73,7757.365,Bend-South,Office,50%
3012,FLR K12,222482.7,222482.7,OR-Small Cities,Office,100%
3015,FLR K12,58981.73,58981.73,OR-Small Cities,Office,100%
3017,FLR K12,45229.04,45229.04,OR-Small Cities,Office,100%
3020,FLR K12,180223.34,180223.34,OR-Small Cities,Office,100%
3022,FLR K12,68435.04058,68435.04058,OR-Small Cities,Office,100%
3025,FLR K12,5621.47,5621.47,OR-Small Cities,Office,100%
3027,FLR K12,250144.01,250144.01,OR-Small Cities,Office,100%
3032,FLR K12,164875.46,164875.46,OR-Small Cities,Office,100%
3040,FLR K12,0,1000,OR-Small Cities,Office,100%
3042,FLR K12,53334.3,53334.3,OR-Small Cities,Office,100%
3043,FLR K12,0,1000,OR-Small Cities,Office,100%
3044,FLR K12,52057.61,52057.61,OR-Small Cities,Office,100%
3054,FLR K12,45239.98,45239.98,OR-Small Cities,Office,100%
3056,FLR K12,290896.2883,290896.2883,OR-Small Cities,Office,100%
3062,FLR K12,5826.548472,5826.548472,OR-Small Cities,Office,100%
3072,FLR K12,0,1000,OR-Small Cities,Office,100%
3073,FLR K12,58992.67,58992.67,OR-Small Cities,Office,100%
3074,FLR K12,33007.29596,33007.29596,OR-Small Cities,Office,100%
3077,FLR K12,0,1000,OR-Small Cities,Office,100%
3081,FLR K12,59801.01,59801.01,OR-Small Cities,Office,100%
3082,FLR K12,48484.27,48484.27,OR-Small Cities,Office,100%
3083,FLR K12,37982.45,37982.45,OR-Small Cities,Office,100%
3087,FLR K12,388071.0154,388071.0154,OR-Small Cities,Office,100%
3092,FLR K12,0,1000,OR-Small Cities,Office,100%
3106,FLR K12,1592.65,1592.65,OR-Small Cities,Office,100%
3108,FLR K12,71893.31,71893.31,OR-Small Cities,Office,100%
3111,FLR K12,33125.9,33125.9,OR-Small Cities,Office,100%
3112,FLR K12,2410.95,2410.95,OR-Small Cities,Office,100%
3117,FLR K12,27467.57,27467.57,OR-Small Cities,Office,100%
3118,FLR K12,23425.93,23425.93,OR-Small Cities,Office,100%
3119,FLR K12,800.48,1000,OR-Small Cities,Office,100%
3120,FLR K12,23425.93,23425.93,OR-Small Cities,Office,100%
3121,FLR K12,74340.22,74340.22,OR-Small Cities,Office,100%
3126,FLR K12,13726.07,13726.07,OR-Small Cities,Office,100%
3128,FLR K12,221635.97,221635.97,OR-Small Cities,Office,100%
3131,FLR K12,0,1000,OR-Small Cities,Office,100%
3133,FLR K12,16151.01,16151.01,OR-Small Cities,Office,100%
3139,FLR K12,50909.28,50909.28,OR-Small Cities,Office,100%
3140,FLR K12,16151.01,16151.01,OR-Small Cities,Office,100%
3141,FLR K12,68359.9,68359.9,OR-Small Cities,Office,100%
3147,FLR K12,4086.95,4086.95,NonMPO,Office,100%
3149,FLR K12,2451.85,2451.85,NonMPO,Office,100%
3150,FLR K12,0,1000,NonMPO,Office,100%
3151,FLR K12,37843.24008,37843.24008,NonMPO,Office,100%
3153,FLR K12,18787.95684,18787.95684,NonMPO,Office,100%
3157,FLR K12,649718.1561,649718.1561,OR-Small Cities,Office,100%
3171,FLR K12,11992.31284,11992.31284,OR-Small Cities,Office,100%
3172,FLR K12,168178.4765,168178.4765,OR-Small Cities,Office,100%
3177,FLR K12,155889.1328,155889.1328,OR-Small Cities,Office,100%
3181,FLR K12,33756.97064,33756.97064,OR-Small Cities,Office,100%
3183,FLR K12,5341.083535,5341.083535,NonMPO,Office,100%
3184,FLR K12,20192.6,20192.6,OR-Small Cities,Office,100%
3185,FLR K12,29084.16,29084.16,OR-Small Cities,Office,100%
4001,FLR K12,0,1000,OOO,Office,100%
4002,FLR K12,57336.82,57336.82,Halo-Small Cities,Office,100%
4003,FLR K12,56517.5,56517.5,Halo-Small Cities,Office,100%
4004,FLR K12,402282.27,402282.27,Halo-Small Cities,Office,100%
4005,FLR K12,27022,27022,Halo-Small Cities,Office,100%
4006,FLR K12,98303.04,98303.04,Halo-Small Cities,Office,100%
4007,FLR K12,231854.77,231854.77,Halo-Small Cities,Office,100%
4008,FLR K12,62252.65,62252.65,Halo-Small Cities,Office,100%
4009,FLR K12,89290.35,89290.35,Halo-Small Cities,Office,100%
4010,FLR K12,56655.91,56655.91,Halo-Small Cities,Office,100%
4011,FLR K12,0,1000,OOO,Office,100%
4012,FLR K12,185224.88,185224.88,OOO,Office,100%
4013,FLR K12,5821.57,5821.57,OOO,Office,100%
4014,FLR K12,303958.27,303958.27,Halo-Small Cities,Office,100%
4015,FLR K12,1067655.2,1067655.2,Halo-Small Cities,Office,100%
4016,FLR K12,1366841.49,1366841.49,Halo-Urban,Office,100%
4017,FLR K12,278558.19,278558.19,Halo-Small Cities,Office,100%
4018,FLR K12,71740.02,71740.02,OOO,Office,100%
4019,FLR K12,186893.81,186893.81,OOO,Office,100%
4021,FLR K12,2825344.24,2825344.24,Halo-Urban,Office,100%
4022,FLR K12,305596.98,305596.98,Halo-Small Cities,Office,100%
4023,FLR K12,25012.38,25012.38,OOO,Office,100%
4025,FLR K12,226939.05,226939.05,Halo-Small Cities,Office,100%
4026,FLR K12,0,1000,Halo-Small Cities,Office,100%
4027,FLR K12,117147.61,117147.61,Halo-Small Cities,Office,100%
4028,FLR K12,146643.6,146643.6,Halo-Small Cities,Office,100%
4029,FLR K12,20840.34,20840.34,OOO,Office,100%
4030,FLR K12,4901.35,4901.35,Halo-Small Cities,Office,100%
4031,FLR K12,0,1000,OOO,Office,100%
4032,FLR K12,224621.14,224621.14,Halo-Small Cities,Office,100%
4033,FLR K12,69626.65,69626.65,Halo-Small Cities,Office,100%
4034,FLR K12,1625.7,1625.7,Halo-Small Cities,Office,100%
4035,FLR K12,811.01,1000,Halo-Small Cities,Office,100%
4036,FLR K12,190068.54,190068.54,Halo-Small Cities,Office,100%
4037,FLR K12,427682.92,427682.92,Halo-Small Cities,Office,100%
4038,FLR K12,29739.67,29739.67,Halo-Urban,Office,100%
4039,FLR K12,85217.8,85217.8,Halo-Urban,Office,100%
4040,FLR K12,163849.66,163849.66,Halo-Small Cities,Office,100%
4041,FLR K12,55885.88,55885.88,OOO,Office,100%
4042,FLR K12,358855.61,358855.61,Halo-Small Cities,Office,100%
4043,FLR K12,321984.2,321984.2,Halo-Small Cities,Office,100%
4044,FLR K12,98096.55,98096.55,Halo-Small Cities,Office,100%
4045,FLR K12,0,1000,Halo-Small Cities,Office,100%
4046,FLR K12,210552.13,210552.13,Halo-Small Cities,Office,100%
4047,FLR K12,112231.63,112231.63,Halo-Small Cities,Office,100%
4048,FLR K12,56517.5,56517.5,Halo-Small Cities,Office,100%
4049,FLR K12,559604.39,559604.39,Halo-Small Cities,Office,100%
4050,FLR K12,144185.59,144185.59,Halo-Small Cities,Office,100%
4051,FLR K12,806433.38,806433.38,Halo-Urban,Office,100%
4052,FLR K12,126979.59,126979.59,Halo-Small Cities,Office,100%
4053,FLR K12,58156.14,58156.14,Halo-Small Cities,Office,100%
4054,FLR K12,5720.54,5720.54,Halo-Small Cities,Office,100%
4055,FLR K12,140088.92,140088.92,Halo-Small Cities,Office,100%
4056,FLR K12,106496.32,106496.32,Halo-Small Cities,Office,100%
4057,FLR K12,69236.73,69236.73,OOO,Office,100%
4058,FLR K12,131895.58,131895.58,Halo-Small Cities,Office,100%
4059,FLR K12,4011.34,4011.34,Halo-Urban,Office,100%
4060,FLR K12,283813.57,283813.57,Halo-Urban,Office,100%
4061,FLR K12,521806.71,521806.71,Halo-Urban,Office,100%
4062,FLR K12,762818.94,762818.94,Halo-Small Cities,Office,100%
4063,FLR K12,1781719.62,1781719.62,Halo-Urban,Office,100%
4064,FLR K12,931623.97,931623.97,Halo-Small Cities,Office,100%
4065,FLR K12,258074.35,258074.35,Halo-Small Cities,Office,100%
4066,FLR K12,1016847.95,1016847.95,Halo-Small Cities,Office,100%
4067,FLR K12,234313.18,234313.18,Halo-Small Cities,Office,100%
4068,FLR K12,541103.44,541103.44,Halo-Urban,Office,100%
4069,FLR K12,1051662.32,1051662.32,Halo-Urban,Office,100%
4070,FLR K12,886836.33,886836.33,Halo-Urban,Office,100%
4071,FLR K12,182694.53,182694.53,Halo-Small Cities,Office,100%
4072,FLR K12,51601.58,51601.58,Halo-Small Cities,Office,100%
4073,FLR K12,97483.71,97483.71,Halo-Small Cities,Office,100%
4074,FLR K12,45866.38,45866.38,Halo-Small Cities,Office,100%
4075,FLR K12,200719.99,200719.99,Halo-Small Cities,Office,100%
4076,FLR K12,140088.92,140088.92,Halo-Small Cities,Office,100%
4077,FLR K12,297403.4,297403.4,Halo-Small Cities,Office,100%
4078,FLR K12,2872781.62,2872781.62,Halo-Urban,Office,100%
4079,FLR K12,48324.31,48324.31,Halo-Small Cities,Office,100%
4080,FLR K12,191707.22,191707.22,Halo-Small Cities,Office,100%
4081,FLR K12,104857.66,104857.66,Halo-Small Cities,Office,100%
4082,FLR K12,145824.26,145824.26,Halo-Small Cities,Office,100%
4083,FLR K12,217883,217883,Halo-Urban,Office,100%
4084,FLR K12,255672.47,255672.47,Halo-Urban,Office,100%
4085,FLR K12,371452.96,371452.96,Halo-Urban,Office,100%
4086,FLR K12,655275.75,655275.75,Halo-Urban,Office,100%
4087,FLR K12,699497.4,699497.4,Halo-Urban,Office,100%
4088,FLR K12,224315.25,224315.25,Halo-Urban,Office,100%
4089,FLR K12,3511979.42,3511979.42,Halo-Urban,Office,100%
4090,FLR K12,37673.18,37673.18,Halo-Small Cities,Office,100%
4091,FLR K12,78639.21,78639.21,Halo-Small Cities,Office,100%
4092,FLR K12,126979.59,126979.59,Halo-Small Cities,Office,100%
4093,FLR K12,130256.92,130256.92,Halo-Small Cities,Office,100%
4094,FLR K12,851459.03,851459.03,Halo-Urban,Office,100%
4095,FLR K12,339291.72,339291.72,Halo-Urban,Office,100%
4096,FLR K12,0,1000,Halo-Small Cities,Office,100%
4105,FLR K12,3529933.93,3529933.93,Halo-Small Cities,Office,100%
4136,FLR K12,279377.45,279377.45,Halo-Small Cities,Office,100%
4137,FLR K12,142546.92,142546.92,Halo-Small Cities,Office,100%
4138,FLR K12,353120.04,353120.04,Halo-Small Cities,Office,100%
4140,FLR K12,142546.92,142546.92,Halo-Small Cities,Office,100%
4141,FLR K12,2885563.98,2885563.98,Halo-Small Cities,Office,100%
1,FLR SFD,48228.87852,9645.775704,Metro,RES-SFD,20%
17,FLR SFD,4761687.267,952337.4535,Metro,RES-SFD,20%
19,FLR SFD,8389120.866,1677824.173,Metro,RES-SFD,20%
31,FLR SFD,17478625,3495724.999,Metro,RES-SFD,20%
37,FLR SFD,37271118.55,7454223.71,Metro,RES-SFD,20%
79,FLR SFD,17088940.16,3417788.031,Metro,RES-SFD,20%
81,FLR SFD,21198970.57,4239794.115,Metro,RES-SFD,20%
89,FLR SFD,5515869.53,1103173.906,Metro,RES-SFD,20%
104,FLR SFD,22890853.67,4578170.733,Metro,RES-SFD,20%
114,FLR SFD,17238226.4,3447645.279,Metro,RES-SFD,20%
117,FLR SFD,38049009.62,7609801.924,Metro,RES-SFD,20%
150,FLR SFD,16996596.35,3399319.27,Metro,RES-SFD,20%
154,FLR SFD,32134110.67,6426822.134,Metro,RES-SFD,20%
161,FLR SFD,26172980.88,5234596.177,Metro,RES-SFD,20%
223,FLR SFD,17170842.18,3434168.435,Metro,RES-SFD,20%
229,FLR SFD,21219176.55,4243835.31,Metro,RES-SFD,20%
244,FLR SFD,3181255.752,636251.1504,Metro,RES-SFD,20%
267,FLR SFD,1787661.732,357532.3465,Metro,RES-SFD,20%
271,FLR SFD,1798863.346,359772.6691,Metro,RES-SFD,20%
273,FLR SFD,12464325.02,2492865.004,Metro,RES-SFD,20%
290,FLR SFD,14885930.4,2977186.081,Metro,RES-SFD,20%
294,FLR SFD,1758084.72,351616.944,Metro,RES-SFD,20%
323,FLR SFD,20315438.9,4063087.78,Metro,RES-SFD,20%
355,FLR SFD,18872548.41,3774509.682,Metro,RES-SFD,20%
361,FLR SFD,4999884.032,999976.8064,Metro,RES-SFD,20%
385,FLR SFD,10440847.71,2088169.541,Metro,RES-SFD,20%
404,FLR SFD,24531683.94,4906336.789,Metro,RES-SFD,20%
405,FLR SFD,14821891.35,2964378.27,Metro,RES-SFD,20%
411,FLR SFD,990787.4733,198157.4947,Metro,RES-SFD,20%
418,FLR SFD,28192352.87,5638470.574,Metro,RES-SFD,20%
441,FLR SFD,16033633.47,3206726.694,Metro,RES-SFD,20%
444,FLR SFD,14358847.6,2871769.521,Metro,RES-SFD,20%
468,FLR SFD,17860584.05,3572116.81,Metro,RES-SFD,20%
481,FLR SFD,10013833.1,2002766.619,Metro,RES-SFD,20%
499,FLR SFD,20452589.09,4090517.817,Metro,RES-SFD,20%
504,FLR SFD,41481048.23,8296209.646,Metro,RES-SFD,20%
536,FLR SFD,23450172.02,4690034.404,Metro,RES-SFD,20%
542,FLR SFD,32824874.46,6564974.892,Metro,RES-SFD,20%
570,FLR SFD,31822837.67,6364567.535,Metro,RES-SFD,20%
575,FLR SFD,12250517.98,2450103.596,Metro,RES-SFD,20%
618,FLR SFD,1429953.554,285990.7109,Metro,RES-SFD,20%
623,FLR SFD,1511106.496,302221.2991,Metro,RES-SFD,20%
636,FLR SFD,15518530.25,3103706.049,Metro,RES-SFD,20%
714,FLR SFD,7280051.685,1456010.337,Metro,RES-SFD,20%
715,FLR SFD,36451504.03,7290300.805,Metro,RES-SFD,20%
721,FLR SFD,19549814.22,3909962.844,Metro,RES-SFD,20%
727,FLR SFD,19404038.99,3880807.798,Metro,RES-SFD,20%
733,FLR SFD,7283050.98,1456610.196,Metro,RES-SFD,20%
763,FLR SFD,11918361.82,2383672.365,Metro,RES-SFD,20%
776,FLR SFD,20998655.92,4199731.185,Metro,RES-SFD,20%
851,FLR SFD,2036010.38,407202.076,Metro,RES-SFD,20%
852,FLR SFD,9799799.727,1959959.945,Metro,RES-SFD,20%
866,FLR SFD,15783211.96,3156642.392,Metro,RES-SFD,20%
869,FLR SFD,12508318.21,2501663.641,Metro,RES-SFD,20%
905,FLR SFD,9435827.338,1887165.468,Metro,RES-SFD,20%
970,FLR SFD,4413471.874,882694.3748,Metro,RES-SFD,20%
991,FLR SFD,28209423.02,5641884.604,Metro,RES-SFD,20%
1000,FLR SFD,5751239.555,1150247.911,Metro,RES-SFD,20%
1002,FLR SFD,14379228.46,2875845.693,Metro,RES-SFD,20%
1025,FLR SFD,18037255.01,3607451.002,Metro,RES-SFD,20%
1044,FLR SFD,19007195.36,3801439.072,Metro,RES-SFD,20%
1114,FLR SFD,10123147.86,2024629.572,Metro,RES-SFD,20%
1131,FLR SFD,21077854.75,4215570.951,Metro,RES-SFD,20%
1153,FLR SFD,24191834.3,4838366.86,Metro,RES-SFD,20%
1175,FLR SFD,31810111,6362022.2,Metro,RES-SFD,20%
