year,GDP,OEMPACC,OEMPAGM,OEMPCOM,OEMPCON,OEMPDG,OEMPELE,OEMPFIRP,OEMPFOO,OEMPGOV,OEMPHEA,OEMPHIED,OEMPHOME,OEMPLOED,OEMPLUM,OEMPOND,OEMPPAP,OEMPPERS,OEMPRET,OEMPTRAN,OEMPWHO,OGCO,OGHE,OGLE,OGSLO,OGSP,OGSPACC,OGSPAGR,OGSPCOM,OGSPCON,OGSPELE,OGSPFIR,OGSPFOO,OGSPGOV,OGSPHEA,OGSPHIED,OGSPHOM,OGSPLOED,OGSPLUM,OGSPOD,OGSPOND,OGSPPER,OGSPPULP,OGSPRET,OGSPTRA,OGSPWHO,OLF,OLIACC,OLIAGR,OLICOM,OLICON,OLIELE,OLIFIR,OLIFOO,OLIGOV,OLIHEA,OLIHIED,OLIHOM,OLILOED,OLILUM,OLIOD,OLIOND,OLIPER,OLIPULP,OLIRET,OLITRA,OLIWHO,ON,ONLI,ONRI,ONRSV,OPOP,ORI,ORSV,OUNRT,OYP,PRODACC,PRODAGR,PRODCOM,PRODCON,PRODELE,PRODFIR,PRODFOO,PRODGOV,PRODHEA,PRODHIED,PRODHOM,PRODLOED,PRODLUM,PRODOD,PRODOND,PRODPER,PRODPULP,PRODRET,PRODTRA,PRODWHO,TREND,USCOD,USEMPACC,USEMPAGM,USEMPCOM,USEMPCON,USEMPDG,USEMPED,USEMPELE,USEMPFIRP,USEMPFOO,USEMPGOV,USEMPHEA,USEMPHOME,USEMPLUM,USEMPOND,USEMPPAP,USEMPPERS,USEMPRET,USEMPTRAN,USEMPWHO,USENGD,USGDPD,USGSP,USGSPACC,USGSPAGR,USGSPCOM,USGSPCON,USGSPELE,USGSPFIR,USGSPFOO,USGSPGOV,USGSPHEA,USGSPHIED,USGSPHOM,USGSPLOED,USGSPLUM,USGSPOD,USGSPOND,USGSPPER,USGSPPUL,USGSPRET,USGSPTRA,USGSPWHO,USINFL,USLF,USMORR,USMVC,USMVD,USN,USNDC,USNDD,USNLI,USNRSPI,USODC,USPOP,USRPRM,USRSPI,USSC,USSCD,USUNRT,USYP
2035,19632.91574,52987.0737,222799.6955,53115.06663,242156.6265,175686.2974,99652.49652,465188.3092,49135.28642,294774.8612,257687.7688,102448.4337,39171.83667,217647.1461,105788.1577,69742.14837,15777.12868,703634.7426,717954.3497,133022.6536,203226.7765,5655138.934,4156671.933,8644870.517,29633463.05,242752.5936,1437.920588,6253.654631,8917.507515,12055.33422,43233.61235,46793.41575,2751.848024,17234.51134,12573.30562,3346.102904,227.987409,7925.151738,5143.715929,10149.43948,4173.769496,14093.88138,1993.889884,19322.93286,7199.60239,17919.01039,5277166.03,614790.1839,1162633.637,2379738.98,5890767.164,5691628.252,13249095.39,1017048.798,9061196.911,6495785.28,1747746.527,236583.1345,4097052.865,2573694.544,5253558.58,1708991.342,4865257.783,632278.4486,8726271.14,3214859.131,5931746.377,5018537.257,66793271.23,4116246.673,276879647.6,6861895.04,5497622.384,222110137,4.9,221854947.2,0.000040294,0.000052031,0.000258552,0.000112618,0.000850579,0.000139812,0.000235473,0.000062941,0.000071734,0.00008143,0.000005596,0.000055639,0.000119613,0.000170631,0.000163173,0.00004476,0.000366304,0.000033738,0.000104196,0.000123855,134,199.9889553,4982127.028,14020747.98,6260704.961,22376095.13,19065979.15,7402581.088,6149679.32,47858232.35,4121500.008,53615700.23,27204848.05,2871926.632,2196738.583,12339061.6,1571000.926,67029055.85,63240874.6,13339718.82,16888354.15,199.9889553,199.9889553,19781281.54,174750.3491,534694.4706,991123.2635,922565.0498,451049.09,5290959.798,253927.9764,1118249.621,1096841.425,355640.1186,27128.50178,964314.6099,84229.34829,1237433.661,893364.6624,28789.4063,120353.3533,1774464.002,627289.3569,1393577.037,0.025052278,285150.2521,8.063333333,772.9573121,199.9889553,273766.8808,1065.741143,199.9889553,5337493228,199.9889553,327.7818977,564417525.1,18.46564687,199.9889553,7857.166075,199.9889553,4,19480384547
2036,20025.57405,54046.81517,227255.6894,54177.36796,246999.759,179200.0234,101645.5465,474492.0754,50117.99215,300670.3584,262841.5241,104497.4023,39955.2734,222000.089,107903.9208,71136.99134,16092.67125,717707.4374,732313.4367,135683.1067,207291.312,5768241.713,4239805.372,8817767.927,30226132.31,247607.6454,1466.679,6378.727724,9095.857666,12296.44091,44098.2846,47729.28407,2806.884985,17579.20157,12824.77173,3413.024962,232.5471572,8083.654773,5246.590248,10352.42827,4257.244886,14375.759,2033.767682,19709.39151,7343.594437,18277.3906,5409371.06,617835.3715,1168392.41,2391526.336,5919945.396,5719820.104,13314720.99,1022086.458,9106078.958,6527960.291,1756403.489,237754.9814,4117346.443,2586442.603,5279580.582,1717456.342,4889356.445,635410.2587,8769494.229,3230783.016,5961127.582,5144261.652,68129136.65,4198571.607,282417240.6,6999132.941,5607574.832,226552339.7,4.9,227412919,0.0000411,0.000053072,0.000263723,0.00011487,0.000867591,0.000142609,0.000240182,0.000064199,0.000073169,0.000083058,0.000005708,0.000056752,0.000122006,0.000174043,0.000166436,0.000045655,0.00037363,0.000034413,0.00010628,0.000126332,135,203.9887344,5106939.274,14371995.76,6417548.141,22936661.07,19543620.06,7588030.549,6303741.087,49057176.79,4224751.826,54958880.75,27886383.91,2943874.138,2251771.278,12648179.77,1610357.641,68708267.75,64825185,13673905.45,17311441.19,203.9887344,203.9887344,20176907.18,178245.3561,545388.36,1010945.729,941016.3508,460070.0718,5396778.994,259006.5359,1140614.614,1118778.254,362752.9209,27671.07182,983600.9021,85913.93526,1262182.334,911231.9556,29365.19442,122760.4203,1809953.282,639835.144,1421448.578,0.025052278,290853.2571,8.063333333,788.4164583,203.9887344,279242.2184,1087.055965,203.9887344,5444243092,203.9887344,334.3375356,575705875.6,18.83495981,203.9887344,8014.309396,203.9887344,4,19968412556
2037,20426.08553,55127.75148,231800.8032,55260.91532,251939.7542,182784.0238,103678.4574,483981.9169,51120.35199,306683.7655,268098.3546,106587.3504,40754.37887,226440.0908,110061.9992,72559.73116,16414.52468,732061.5862,746959.7055,138396.7688,211437.1382,5883606.547,4324601.479,8994123.285,30830654.95,252559.7984,1496.01258,6506.302278,9277.774819,12542.36973,44980.25029,48683.86975,2863.022685,17930.7856,13081.26716,3481.285461,237.1981003,8245.327868,5351.522053,10559.47683,4342.389784,14663.27418,2074.443035,20103.57935,7490.466326,18642.93841,5544888.128,620895.6418,1174179.707,2403372.077,5949268.149,5748151.598,13380671.65,1027149.071,9151183.311,6560294.674,1765103.332,238932.6326,4137740.54,2599253.806,5305731.472,1725963.27,4913574.473,638557.5817,8812931.404,3246785.774,5990654.321,5273135.695,69491719.38,4282543.039,288065585.4,7139115.6,5719726.329,231083386.5,4.9,233110130.7,0.000041922,0.000054133,0.000268997,0.000117168,0.000884942,0.000145461,0.000244986,0.000065483,0.000074632,0.000084719,0.000005822,0.000057887,0.000124446,0.000177524,0.000169765,0.000046568,0.000381102,0.000035101,0.000108406,0.000128859,136,208.0685091,5234878.317,14732043,6578320.558,23511270.3,20033226.83,7778125.89,6461662.408,50286157.18,4330590.309,56335710.64,28584993.6,3017624.073,2308182.652,12965041.97,1650700.321,70429547.28,66449185.53,14016464.13,17745127.42,208.0685091,208.0685091,20580445.32,181810.2632,556296.1272,1031164.643,959836.6778,469271.4733,5504714.573,264186.6666,1163426.906,1141153.819,370007.9794,28224.49325,1003272.92,87632.21396,1287425.98,929456.5948,29952.49831,125215.6288,1846152.348,652631.8469,1449877.55,0.025052278,296670.3223,8.063333333,804.1847875,208.0685091,284827.0627,1108.797085,208.0685091,5553127954,208.0685091,341.0242863,587219993.1,19.211659,208.0685091,8174.595584,208.0685091,4,20468666779
2038,20834.60725,56230.3065,236436.8193,56366.13363,256978.5493,186439.7043,105752.0265,493661.5552,52142.75903,312817.4409,273460.3217,108719.0974,41569.46645,230968.8926,112263.2392,74010.92579,16742.81517,746702.8179,761898.8996,141164.7042,215665.881,6001278.678,4411093.509,9174005.751,31447268.05,257610.9943,1525.932832,6636.428324,9463.330315,12793.21712,45879.85529,49657.54714,2920.283138,18289.40131,13342.89251,3550.91117,241.9420623,8410.234425,5458.552494,10770.66637,4429.23758,14956.53967,2115.931896,20505.65093,7640.275653,19015.79718,5683800.207,623971.0709,1179995.67,2415276.493,5978736.146,5776623.422,13446948.98,1032236.76,9196511.082,6592789.216,1773846.266,240116.1171,4158235.655,2612128.466,5332011.893,1734512.335,4937912.461,641720.4939,8856583.743,3262867.799,6020327.316,5405238.291,70881553.77,4368193.9,293826897.1,7281897.912,5834120.855,235705054.3,4.9,238950070.5,0.00004276,0.000055216,0.000274377,0.000119511,0.000902641,0.00014837,0.000249886,0.000066793,0.000076125,0.000086414,0.000005938,0.000059044,0.000126935,0.000181075,0.00017316,0.000047499,0.000388724,0.000035803,0.000110574,0.000131436,137,212.2298792,5366022.489,15101110.14,6743120.644,24100274.64,20535099.23,7972983.5,6623539.975,51545925.99,4439080.257,57747032.86,29301104.86,3093221.591,2366007.244,13289842.2,1692053.665,72193948.3,68113870.53,14367604.59,18189678.35,212.2298792,212.2298792,20992054.23,185446.4685,567422.0497,1051787.936,979033.4113,478656.9027,5614808.865,269470.4,1186695.444,1163976.895,377408.1389,28788.98312,1023338.379,89384.85824,1313174.5,948045.7267,30551.54828,127719.9413,1883075.395,665684.4838,1478875.101,0.025052278,302603.7287,8.063333333,820.2684833,212.2298792,290523.604,1130.973026,212.2298792,5664190513,212.2298792,347.8447721,598964392.9,19.59589218,212.2298792,8338.087496,212.2298792,4,20981453509
2039,21251.29939,57354.91263,241165.5557,57493.4563,262118.1203,190168.4984,107867.0671,503534.7863,53185.61421,319073.7897,278929.5281,110893.4793,42400.85578,235588.2704,114508.504,75491.1443,17077.67148,761636.8742,777136.8776,143987.9983,219979.1986,6121304.252,4499315.379,9357485.866,32076213.41,262763.2142,1556.451488,6769.15689,9652.596922,13049.08146,46797.4524,50650.69809,2978.688801,18655.18934,13609.75036,3621.929394,246.7809036,8578.439114,5567.723544,10986.0797,4517.822331,15255.67046,2158.250534,20915.76395,7793.081166,19396.11312,5826192.349,627061.7331,1185840.441,2427239.874,6008350.103,5805236.273,13513554.59,1037349.649,9242063.367,6625444.714,1782632.506,241305.4635,4178832.284,2625066.897,5358422.49,1743103.745,4962370.996,644899.0729,8900452.291,3279029.481,6050147.285,5540650.32,72299184.85,4455557.778,299703435.1,7427535.87,5950803.272,240419155.3,4.9,244936314.1,0.000043615,0.00005632,0.000279865,0.000121901,0.000920694,0.000151337,0.000254884,0.000068129,0.000077647,0.000088142,0.000006057,0.000060225,0.000129473,0.000184696,0.000176624,0.000048449,0.000396499,0.000036519,0.000112785,0.000134065,138,216.4744768,5500452.084,15479423.15,6912049.303,24704034.72,21049544.54,8172722.683,6789472.898,52837254.53,4550288.096,59193711.53,30035156.14,3170712.978,2425280.457,13622779.33,1734442.994,74002551.09,69820259.21,14727541.82,18645366.17,216.4744768,216.4744768,21411895.31,189155.3978,578770.4907,1072823.695,998614.0796,488230.0408,5727105.042,274859.808,1210429.353,1187256.433,384956.3017,29364.76278,1043805.146,91172.5554,1339437.99,967006.6412,31162.57924,130274.3402,1920736.903,678998.1735,1508452.603,0.025052278,308655.8033,8.063333333,836.6738529,216.4744768,296334.0761,1153.592487,216.4744768,5777474324,216.4744768,354.8016675,610943680.8,19.98781003,216.4744768,8504.849246,216.4744768,4,21507086715
2040,21676.32538,58502.01089,245988.8668,58643.32543,267360.4827,193971.8684,110024.4084,513605.482,54249.3265,325455.2655,284508.1187,113111.3489,43248.87289,240300.0358,116798.6741,77000.96719,17419.22491,776869.6117,792679.6151,146867.7582,224378.7826,6243730.337,4589301.686,9544635.583,32717737.68,268018.4785,1587.580518,6904.540028,9845.64886,13310.06309,47733.40145,51663.71205,3038.262577,19028.29313,13881.94537,3694.367982,251.7165217,8750.007896,5679.078015,11205.80129,4608.178778,15560.78387,2201.415545,21334.07923,7948.942789,19784.03539,5972151.74,630167.7034,1191714.162,2439262.51,6038110.745,5833990.847,13580490.11,1042487.864,9287841.28,6658261.955,1791462.265,242500.701,4199530.932,2638069.413,5384963.9,1751737.711,4986950.678,648093.3954,8944538.131,3295271.214,6080114.954,5679454.692,73745168.54,4544668.933,305697503.8,7576086.587,6069819.338,245227538.4,4.9,251072526.7,0.000044488,0.000057447,0.000285462,0.000124339,0.000939108,0.000154364,0.000259981,0.000069491,0.0000792,0.000089905,0.000006178,0.00006143,0.000132063,0.00018839,0.000180156,0.000049418,0.000404429,0.00003725,0.000115041,0.000136746,139,220.8039664,5638249.41,15867213.66,7085209.962,25322920.2,21576877.73,8377465.732,6959562.774,54160933.43,4664281.913,60676632.39,30787596.87,3250145.68,2486038.583,13964057.2,1777894.259,75856463,71569396.34,15096496.2,19112469.89,220.8039664,220.8039664,21840133.22,192938.5058,590345.9005,1094280.169,1018586.361,497994.6416,5841647.143,280357.0041,1234637.94,1211001.562,392655.4278,29952.05804,1064681.249,92996.00651,1366226.75,986346.774,31785.83083,132879.827,1959151.641,692578.137,1538621.655,0.025052278,314828.9194,8.063333333,853.40733,220.8039664,302260.7576,1176.664337,220.8039664,5893023810,220.8039664,361.8977009,623162554.4,20.38756623,220.8039664,8674.94623,220.8039664,4,22045888230
2041,22109.85189,59672.05111,250908.6441,59816.19193,272707.6923,197851.3057,112224.8966,523877.5917,55334.31303,331964.3708,290198.2811,115373.5759,44113.85035,245106.0366,119134.6476,78540.98653,17767.6094,792407.004,808533.2074,149805.1134,228866.3582,6368604.943,4681087.72,9735528.295,33372092.43,273378.8481,1619.332129,7042.630829,10042.56184,13576.26435,48688.06948,52696.98629,3099.027829,19408.85899,14159.58427,3768.255341,256.7508521,8925.008054,5792.659575,11429.91732,4700.342354,15871.99955,2245.443856,21760.76081,8107.921645,20179.71609,6121767.745,633289.059,1197616.977,2451344.699,6068018.798,5862887.848,13647757.18,1047651.529,9333845.944,6691241.747,1800335.761,243701.8588,4220332.107,2651136.335,5411636.776,1760414.442,5011652.109,651303.5407,8988842.342,3311593.397,6110231.062,5821736.391,75220071.92,4635562.312,311811453.8,7727608.319,6191215.725,250132089.2,4.9,257362465.4,0.000045377,0.000058595,0.000291171,0.000126826,0.00095789,0.000157451,0.000265181,0.000070881,0.000080784,0.000091703,0.000006302,0.000062658,0.000134704,0.000192158,0.000183759,0.000050406,0.000412518,0.000037995,0.000117342,0.000139481,140,225.2200457,5779498.834,16264719.09,7262708.642,25957310,22117421.67,8587338.003,7133913.74,55517773.13,4781131.503,62196703.38,31558887.74,3331568.33,2548318.822,14313884.76,1822434.066,77756819.11,73362352.86,15474693.62,19591275.48,225.2200457,225.2200457,22276935.88,196797.2759,602152.8186,1116165.772,1038958.088,507954.5344,5958480.086,285964.1442,1259330.699,1235221.593,400508.5363,30551.0992,1085974.874,94855.92664,1393551.285,1006073.709,32421.54744,135537.4235,1998334.674,706429.6997,1569394.088,0.025052278,321125.4977,8.063333333,870.4754766,225.2200457,308305.9727,1200.197623,225.2200457,6010884286,225.2200457,369.1356549,635625805.5,20.79531755,225.2200457,8848.445155,225.2200457,4,22598187951
2042,22552.04892,60865.49213,255926.817,61012.51577,278161.8462,201808.3319,114469.3945,534355.1435,56440.99929,338603.6582,296002.2467,117681.0474,44996.12736,250008.1573,121517.3405,80111.80626,18122.96159,808255.144,824703.8716,152801.2157,233443.6854,6495977.042,4774709.475,9930238.861,34039534.28,278846.425,1651.718771,7183.483445,10243.41307,13847.78964,49661.83087,53750.92602,3161.008385,19797.03617,14442.77596,3843.620448,261.8858691,9103.508215,5908.512767,11658.51567,4794.349201,16189.43954,2290.352733,22195.97603,8270.080078,20583.31042,6275131.973,636425.8753,1203549.03,2463486.734,6098074.993,5891927.986,13715357.44,1052840.771,9380078.476,6724384.901,1809253.209,244908.9662,4241236.314,2664267.98,5438441.77,1769134.151,5036475.896,654529.5863,9033366.003,3327996.427,6140496.346,5967582.531,76724473.35,4728273.558,318047682.9,7882160.485,6315040.039,255134731,4.9,263809981.5,0.000046285,0.000059767,0.000296995,0.000129362,0.000977048,0.0001606,0.000270484,0.000072299,0.0000824,0.000093537,0.000006428,0.000063912,0.000137398,0.000196001,0.000187434,0.000051415,0.000420768,0.000038755,0.000119689,0.000142271,141,229.7244466,5924286.839,16672182.84,7444654.018,26607592.53,22671507.32,8802467.995,7312632.547,56908604.39,4900908.41,63754855.19,32349501,3415030.779,2612159.305,14672476.2,1868089.685,79704782.94,75200226.52,15862365.65,20082076.12,229.7244466,229.7244466,22722474.6,200733.2214,614195.8749,1138489.088,1059737.25,518113.6251,6077649.688,291683.4271,1284517.313,1259926.025,408518.707,31162.12118,1107694.371,96753.04518,1421422.311,1026195.184,33069.97839,138248.172,2038301.367,720558.2937,1600781.97,0.025052278,327548.0077,8.063333333,887.8849861,229.7244466,314472.0922,1224.201576,229.7244466,6131101972,229.7244466,376.518368,648338321.6,21.2112239,229.7244466,9025.414058,229.7244466,4,23164324038
2043,23003.0899,62082.80197,261045.3533,62232.76609,283725.0831,205844.4985,116758.7824,545042.2464,57569.81927,345375.7314,301922.2916,120034.6684,45896.0499,255008.3204,123947.6873,81714.04239,18485.42082,824420.2469,841197.949,155857.24,238112.5591,6625896.583,4870203.664,10128843.64,34720324.97,284423.3535,1684.753146,7327.153114,10448.28134,14124.74543,50655.06748,54825.94454,3224.228553,20192.97689,14731.63148,3920.492857,267.1235865,9285.57838,6026.683022,11891.68598,4890.236185,16513.22833,2336.159787,22639.89555,8435.481679,20994.97662,6432338.324,639578.2286,1209510.465,2475688.91,6128280.064,5921111.967,13783292.54,1058055.717,9426540.012,6757692.218,1818214.827,246122.0527,4262244.065,2677464.67,5465379.536,1777897.051,5061422.635,657771.6115,9078110.194,3344480.705,6170911.535,6117082.409,78258962.82,4822839.029,324408636.6,8039803.695,6441340.84,260237425.6,4.9,270419022.5,0.000047211,0.000060963,0.000302935,0.00013195,0.000996589,0.000163812,0.000275894,0.000073745,0.000084048,0.000095408,0.000006556,0.00006519,0.000140146,0.000199921,0.000191183,0.000052443,0.000429183,0.00003953,0.000122083,0.000145116,142,234.3189355,6072702.073,17089854.36,7631157.491,27274165.94,23239473.92,9022987.423,7495828.618,58334278.74,5023685.967,65352041.83,33159920.7,3500584.13,2677599.12,15040051.07,1914889.067,81701547.16,77084142.6,16259749.63,20585172.29,234.3189355,234.3189355,23176924.09,204747.8859,626479.7924,1161258.869,1080931.995,528475.8976,6199202.681,297517.0956,1310207.659,1285124.545,416689.0812,31785.36361,1129848.259,98688.10608,1449850.757,1046719.087,33731.37796,141013.1354,2079067.394,734969.4596,1632797.609,0.025052278,334098.9679,8.063333333,905.6426858,234.3189355,320761.534,1248.685607,234.3189355,6253724011,234.3189355,384.0487353,661305088.1,21.63544838,234.3189355,9205.922339,234.3189355,4,23744643123
2044,23463.1517,63324.45801,266266.2604,63477.42141,289399.5848,209961.3885,119093.958,555943.0913,58721.21566,352283.246,307960.7375,122435.3617,46813.9709,260108.4868,126426.6411,83348.32324,18855.12924,840908.6519,858021.908,158974.3848,242874.8103,6758414.515,4967607.737,10331420.51,35414731.47,290111.8206,1718.448209,7473.696176,10657.24696,14407.24034,51668.16883,55922.46343,3288.713124,20596.83643,15026.26411,3998.902714,272.4660582,9471.289947,6147.216682,12129.5197,4988.040908,16843.49289,2382.882983,23092.69346,8604.191313,21414.87616,6593483.051,642746.1963,1215501.429,2487951.527,6158634.744,5950440.499,13851564.13,1063296.493,9473231.679,6791164.512,1827220.833,247341.1479,4283355.872,2690726.724,5492450.728,1786703.355,5086492.943,661029.6948,9123076.013,3361046.633,6201477.381,6270327.557,79824142.08,4919295.81,330896809.3,8200599.769,6570167.657,265442174.1,4.9,277193635,0.000048155,0.000062182,0.000308993,0.000134589,0.001016521,0.000167089,0.000281412,0.00007522,0.000085729,0.000097316,0.000006687,0.000066494,0.000142949,0.000203919,0.000195007,0.000053492,0.000437767,0.00004032,0.000124524,0.000148018,143,239.0053142,6224835.405,17517989.39,7822333.248,27957438.34,23821669.22,9249031.304,7683614.116,59795669.09,5149539.348,66989241.18,33990643.03,3588280.764,2744678.333,15416834.43,1962860.868,83748334.32,79015254.54,16667088.88,21100872.02,239.0053142,239.0053142,23640462.57,208842.8436,639009.3883,1184484.047,1102550.635,539045.4156,6323186.735,303467.4376,1336411.812,1310827.036,425022.8628,32421.07088,1152445.224,100661.8682,1478847.772,1067653.469,34406.00552,143833.3981,2120648.742,749668.8488,1665453.561,0.025052278,340780.9472,8.063333333,923.7555396,239.0053142,327176.7647,1273.65932,239.0053142,6378798492,239.0053142,391.72971,674531189.8,22.06815735,239.0053142,9390.040786,239.0053142,4,24339500524
2045,23932.41473,64590.94717,271591.5856,64746.96984,295187.5764,214160.6162,121475.8372,567061.9531,59895.63997,359328.9109,314119.9522,124884.069,47750.25032,265310.6566,128955.1739,85015.2897,19232.23183,857726.8249,875182.3461,162153.8725,247732.3065,6893582.805,5066959.892,10538048.92,36123026.1,295914.057,1752.817174,7623.1701,10870.3919,14695.38515,52701.53221,57040.9127,3354.487386,21008.77316,15326.78939,4078.880768,277.9153794,9660.715746,6270.161016,12372.11009,5087.801726,17180.36275,2430.540643,23554.54733,8776.275139,21843.17368,6758664.822,645929.8553,1221522.068,2500274.883,6189139.777,5979914.303,13920173.89,1068563.227,9520154.623,6824802.597,1836271.448,248566.2814,4304572.246,2704054.469,5519656.012,1795553.278,5111687.432,664303.916,9168264.56,3377694.615,6232194.624,6427411.803,81420624.92,5017681.726,337514745.5,8364611.764,6701571.01,270751017.6,4.9,284137967,0.000049118,0.000063426,0.000315173,0.00013728,0.001036851,0.00017043,0.00028704,0.000076724,0.000087443,0.000099262,0.000006821,0.000067824,0.000145808,0.000207998,0.000198907,0.000054562,0.000446522,0.000041127,0.000127015,0.000150979,144,243.7854205,6380779.982,17956850.06,8018298.341,28657828.09,24418449.68,9480738.036,7876104.017,61293670.2,5278545.608,68667455.65,34842176.62,3678174.374,2813438.014,15803056.97,2012034.459,85846397.59,80994744.7,17084632.79,21629491.07,243.7854205,243.7854205,24113271.82,213019.7005,651789.576,1208173.728,1124601.648,549826.3239,6449650.47,309536.7863,1363140.049,1337043.577,433523.3201,33069.49229,1175494.129,102675.1056,1508424.727,1089006.538,35094.12563,146710.0661,2163061.717,764662.2257,1698762.632,0.025052278,347596.5662,8.063333333,942.2306503,243.7854205,333720.3,1299.132506,243.7854205,6506374461,243.7854205,399.5643042,688021813.6,22.50952049,243.7854205,9577.841602,243.7854205,4,24949260458
2046,24411.06303,65882.76611,277023.4173,66041.90924,301091.328,218443.8286,123905.3539,578403.1922,61093.55277,366515.4891,320402.3513,127381.7504,48705.25533,270616.8697,131534.2774,86715.5955,19616.87646,874881.3614,892685.9931,165396.9499,252686.9526,7031454.461,5168299.09,10748809.9,36845486.62,301832.3381,1787.873517,7775.633502,11087.79974,14989.29285,53755.56285,58181.73095,3421.577134,21428.94862,15633.32518,4160.458384,283.473687,9853.930061,6395.564236,12619.55229,5189.557761,17523.97001,2479.151456,24025.63828,8951.800642,22280.03715,6927984.772,649129.2842,1227572.528,2512659.278,6219795.908,6009534.098,13989123.48,1073856.049,9567309.983,6858607.304,1845366.894,249797.4833,4325893.712,2717448.229,5546996.047,1804447.038,5137006.711,667594.3556,9213676.935,3394425.058,6263064.014,6588431.324,83049037.42,5118035.36,344265040.4,8531904,6835602.43,276166038,4.9,291256270.3,0.0000501,0.000064694,0.000321477,0.000140026,0.001057588,0.000173839,0.000292781,0.000078259,0.000089192,0.000101247,0.000006958,0.00006918,0.000148724,0.000212158,0.000202885,0.000055653,0.000455453,0.000041949,0.000129555,0.000153998,145,248.6611289,6540631.282,18406705.07,8219172.751,29375763.99,25030180.68,9718249.485,8073416.175,62829199.22,5410783.732,70387712.75,35715042.83,3770319.998,2883920.264,16198955.15,2062439.946,87997021.55,83023825.04,17512637.01,22171353.08,248.6611289,248.6611289,24595537.26,217280.0945,664825.3676,1232337.202,1147093.681,560822.8504,6578643.479,315727.522,1390402.85,1363784.448,442193.7865,33730.88214,1199004.011,104728.6077,1538593.222,1110786.669,35796.00814,149644.2674,2206322.951,779955.4703,1732737.885,0.025052278,354548.4975,8.063333333,961.0752634,248.6611289,340394.706,1325.115156,248.6611289,6636501951,248.6611289,407.5555903,701782249.9,22.9597109,248.6611289,9769.398434,248.6611289,4,25574296266
2047,24899.28429,67200.42144,282563.8857,67362.74742,307113.1545,222812.7051,126383.461,589971.256,62315.42382,373845.7989,326810.3983,129929.3854,49679.36043,276029.2071,134164.9629,88449.90741,20009.21399,892378.9886,910539.7129,168704.8889,257740.6917,7172083.55,5271665.072,10963786.1,37582396.35,307868.9849,1823.630987,7931.146172,11309.55573,15289.07871,54830.67411,59345.36557,3490.008677,21857.5276,15945.99168,4243.667551,289.1431607,10051.00866,6523.475521,12871.94334,5293.348916,17874.44941,2528.734485,24506.15104,9130.836655,22725.6379,7101546.572,652344.5603,1233652.957,2525105.016,6250603.89,6039300.603,14058414.6,1079175.088,9614698.914,6892579.454,1854507.39,251034.7836,4347320.789,2730908.33,5574471.505,1813384.849,5162451.404,670901.0928,9259314.246,3411238.371,6294086.308,6753484.705,84710018.17,5220396.068,351150341.2,8702542.08,6972314.479,281689358.7,4.9,298552903.4,0.000051102,0.000065988,0.000327906,0.000142827,0.00107874,0.000177316,0.000298637,0.000079824,0.000090976,0.000103272,0.000007097,0.000070564,0.000151699,0.000216401,0.000206943,0.000056766,0.000464562,0.000042788,0.000132146,0.000157078,146,253.6343515,6704487.176,18867829.85,8425079.467,30111685.63,25657236.76,9961711.071,8275671.397,64403196.32,5546334.687,72151065.73,36609776.08,3864774.055,2956168.234,16604771.38,2114108.192,90201522.93,85103737.91,17951363.59,22726789.82,253.6343515,253.6343515,25087448.01,221625.6964,678121.8749,1256983.946,1170035.554,572039.3074,6710216.349,322042.0725,1418210.907,1391060.137,451037.6622,34405.49978,1222984.091,106823.1798,1569365.086,1133002.403,36511.9283,152637.1527,2250449.411,795554.5797,1767392.643,0.025052278,361639.4674,8.063333333,980.2967686,253.6343515,347202.6001,1351.617459,253.6343515,6769231990,253.6343515,415.7067021,715817894.9,23.41890512,253.6343515,9964.786403,253.6343515,4,26214990646
